Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
XCU4ZBY2,journalArticle,,"Tu, James; Ren, Mengye; Manivasagam, Sivabalan; Liang, Ming; Yang, Bin; Du, Richard; Cheng, Frank; Urtasun, Raquel",Physically Realizable Adversarial Examples for LiDAR Object Detection,,,,,,"Modern autonomous driving systems rely heavily on deep learning models to process point cloud sensory data; meanwhile, deep models have been shown to be susceptible to adversarial attacks with visually imperceptible perturbations. Despite the fact that this poses a security concern for the self-driving industry, there has been very little exploration in terms of 3D perception, as most adversarial attacks have only been applied to 2D ﬂat images. In this paper, we address this issue and present a method to generate universal 3D adversarial objects to fool LiDAR detectors. In particular, we demonstrate that placing an adversarial object on the rooftop of any target vehicle to hide the vehicle entirely from LiDAR detectors with a success rate of 80%. We report attack results on a suite of detectors using various input representation of point clouds. We also conduct a pilot study on adversarial defense using data augmentation. This is one step closer towards safer self-driving under unseen conditions from limited training data.",,2020/7/17 2:28,2020/7/17 2:28,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\AGSAI5XP\Tu 等。 - Physically Realizable Adversarial Examples for LiD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2UUSW2N4,journalArticle,,"Wang, Guoqing; Han, Hu; Shan, Shiguang; Chen, Xilin",Cross-Domain Face Presentation Attack Detection via Multi-Domain Disentangled Representation Learning,,,,,,"Face presentation attack detection (PAD) has been an urgent problem to be solved in the face recognition systems. Conventional approaches usually assume the testing and training are within the same domain; as a result, they may not generalize well into unseen scenarios because the representations learned for PAD may overﬁt to the subjects in the training set. In light of this, we propose an efﬁcient disentangled representation learning for cross-domain face PAD. Our approach consists of disentangled representation learning (DR-Net) and multi-domain learning (MD-Net). DR-Net learns a pair of encoders via generative models that can disentangle PAD informative features from subject discriminative features. The disentangled features from different domains are fed to MD-Net which learns domainindependent features for the ﬁnal cross-domain face PAD task. Extensive experiments on several public datasets validate the effectiveness of the proposed approach for crossdomain PAD.",,2020/7/17 2:30,2020/7/17 2:30,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\MGCJS4QJ\Wang 等。 - Cross-Domain Face Presentation Attack Detection vi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5UZKSKK,journalArticle,,"Wang, Zezheng; Yu, Zitong; Zhao, Chenxu; Zhu, Xiangyu; Qin, Yunxiao; Zhou, Qiusheng; Zhou, Feng; Lei, Zhen",Deep Spatial Gradient and Temporal Depth Learning for Face Anti-Spoofing,,,,,,"Face anti-spooﬁng is critical to the security of face recognition systems. Depth supervised learning has been proven as one of the most effective methods for face antispooﬁng. Despite the great success, most previous works still formulate the problem as a single-frame multi-task one by simply augmenting the loss with depth, while neglecting the detailed ﬁne-grained information and the interplay between facial depths and moving patterns. In contrast, we design a new approach to detect presentation attacks from multiple frames based on two insights: 1) detailed discriminative clues (e.g., spatial gradient magnitude) between living and spooﬁng face may be discarded through stacked vanilla convolutions, and 2) the dynamics of 3D moving faces provide important clues in detecting the spooﬁng faces. The proposed method is able to capture discriminative details via Residual Spatial Gradient Block (RSGB) and encode spatio-temporal information from Spatio-Temporal Propagation Module (STPM) efﬁciently. Moreover, a novel Contrastive Depth Loss is presented for more accurate depth supervision. To assess the efﬁcacy of our method, we also collect a Double-modal Anti-spooﬁng Dataset (DMAD) which provides actual depth for each sample. The experiments demonstrate that the proposed approach achieves state-of-the-art results on ﬁve benchmark datasets including OULU-NPU, SiW, CASIAMFSD, Replay-Attack, and the new DMAD. Codes will be available at https://github.com/clks-wzz/ FAS-SGTD.",,2020/7/17 2:30,2020/7/17 2:30,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\3MXETYTM\Wang 等。 - Deep Spatial Gradient and Temporal Depth Learning .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZTU2LNP,journalArticle,,"Wang, Guangcong; Lai, Jian-Huang; Liang, Wenqi; Wang, Guangrun",Smoothing Adversarial Domain Attack and P-Memory Reconsolidation for Cross-Domain Person Re-Identification,,,,,,"Most of the existing person re-identiﬁcation (re-ID) methods achieve promising accuracy in a supervised manner, but they assume the identity labels of the target domain is available. This greatly limits the scalability of person re-ID in real-world scenarios. Therefore, the current person re-ID community focuses on the cross-domain person re-ID that aims to transfer the knowledge from a labeled source domain to an unlabeled target domain and exploits the speciﬁc knowledge from the data distribution of the target domain to further improve the performance. To reduce the gap between the source and target domains, we propose a Smoothing Adversarial Domain Attack (SADA) approach that guides the source domain images to align the target domain images by using a trained camera classiﬁer. To stabilize a memory trace of cross-domain knowledge transfer after its initial acquisition from the source domain, we propose a p-Memory Reconsolidation (pMR) method that reconsolidates the source knowledge with a small probability p during the self-training of the target domain. With both SADA and pMR, the proposed method signiﬁcantly improves the cross-domain person re-ID. Extensive experiments on Market-1501 and DukeMTMC-reID benchmarks show that our pMR-SADA outperforms all of the state-ofthe-arts by a large margin.",,2020/7/17 2:31,2020/7/17 2:31,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\6HKRCWML\Wang 等。 - Smoothing Adversarial Domain Attack and P-Memory R.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM44D7AI,journalArticle,,"Wang, Hongjun; Wang, Guangrun; Li, Ya; Zhang, Dongyu; Lin, Liang","Transferable, Controllable, and Inconspicuous Adversarial Attacks on Person Re-identification With Deep Mis-Ranking",,,,,,"The success of DNNs has driven the extensive applications of person re-identiﬁcation (ReID) into a new era. However, whether ReID inherits the vulnerability of DNNs remains unexplored. To examine the robustness of ReID systems is rather important because the insecurity of ReID systems may cause severe losses, e.g., the criminals may use the adversarial perturbations to cheat the CCTV systems.",,2020/7/17 2:32,2020/7/17 2:32,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,"C:\Users\zhbli\Zotero\storage\FARX9QU8\Wang 等。 - Transferable, Controllable, and Inconspicuous Adve.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS4UJIGX,journalArticle,,"Wu, Weibin; Su, Yuxin; Chen, Xixian; Zhao, Shenglin; King, Irwin; Lyu, Michael R; Tai, Yu-Wing",Boosting the Transferability of Adversarial Samples via Attention,,,,,,"The widespread deployment of deep models necessitates the assessment of model vulnerability in practice, especially for safety- and security-sensitive domains such as autonomous driving and medical diagnosis. Transfer-based attacks against image classiﬁers thus elicit mounting interest, where attackers are required to craft adversarial images based on local proxy models without the feedback information from remote target ones. However, under such a challenging but practical setup, the synthesized adversarial samples often achieve limited success due to overﬁtting to the local model employed. In this work, we propose a novel mechanism to alleviate the overﬁtting issue. It computes model attention over extracted features to regularize the search of adversarial examples, which prioritizes the corruption of critical features that are likely to be adopted by diverse architectures. Consequently, it can promote the transferability of resultant adversarial instances. Extensive experiments on ImageNet classiﬁers conﬁrm the effectiveness of our strategy and its superiority to state-of-the-art benchmarks in both white-box and black-box settings.",,2020/7/17 2:33,2020/7/17 2:33,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\6C5SBXSZ\Wu 等。 - Boosting the Transferability of Adversarial Sample.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9RLYGN9B,journalArticle,,"Wu, Weibin; Su, Yuxin; Chen, Xixian; Zhao, Shenglin; King, Irwin; Lyu, Michael R; Tai, Yu-Wing",Towards Global Explanations of Convolutional Neural Networks With Concept Attribution,,,,,,"With the growing prevalence of convolutional neural networks (CNNs), there is an urgent demand to explain their behaviors. Global explanations contribute to understanding model predictions on a whole category of samples, and thus have attracted increasing interest recently. However, existing methods overwhelmingly conduct separate input attribution or rely on local approximations of models, making them fail to offer faithful global explanations of CNNs. To overcome such drawbacks, we propose a novel two-stage framework, Attacking for Interpretability (AfI), which explains model decisions in terms of the importance of userdeﬁned concepts. AfI ﬁrst conducts a feature occlusion analysis, which resembles a process of attacking models to derive the category-wide importance of different features. We then map the feature importance to concept importance through ad-hoc semantic tasks. Experimental results conﬁrm the effectiveness of AfI and its superiority in providing more accurate estimations of concept importance than existing proposals.",,2020/7/17 2:34,2020/7/17 2:34,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\2MS63RG9\Wu 等。 - Towards Global Explanations of Convolutional Neura.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPDGM5AB,journalArticle,,"Xu, Xing; Chen, Jiefu; Xiao, Jinhui; Gao, Lianli; Shen, Fumin; Shen, Heng Tao",What Machines See Is Not What They Get: Fooling Scene Text Recognition Models With Adversarial Text Images,,,,,,"The research on scene text recognition (STR) has made remarkable progress in recent years with the development of deep neural networks (DNNs). Recent studies on adversarial attack have veriﬁed that a DNN model designed for non-sequential tasks (e.g., classiﬁcation, segmentation and retrieval) can be easily fooled by adversarial examples. Actually, STR is an application highly related to security issues. However, there are few studies considering the safety and reliability of STR models that make sequential prediction. In this paper, we make the ﬁrst attempt in attacking the state-of-the-art DNN-based STR models. Speciﬁcally, we propose a novel and efﬁcient optimization-based method that can be naturally integrated to different sequential prediction schemes, i.e., connectionist temporal classiﬁcation (CTC) and attention mechanism. We apply our proposed method to ﬁve state-of-the-art STR models with both targeted and untargeted attack modes, the comprehensive results on 7 real-world datasets and 2 synthetic datasets consistently show the vulnerability of these STR models with a signiﬁcant performance drop. Finally, we also test our attack method on a real-world STR engine of Baidu OCR, which demonstrates the practical potentials of our method.",,2020/7/17 2:35,2020/7/17 2:35,,11,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\WPJZDULD\Xu 等。 - What Machines See Is Not What They Get Fooling Sc.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8ASW4M7,journalArticle,,"Yan, Bin; Wang, Dong; Lu, Huchuan; Yang, Xiaoyun",Cooling-Shrinking Attack: Blinding the Tracker With Imperceptible Noises,,,,,,"Adversarial attack of CNN aims at deceiving models to misbehave by adding imperceptible perturbations to images. This feature facilitates to understand neural networks deeply and to improve the robustness of deep learning models. Although several works have focused on attacking image classiﬁers and object detectors, an effective and efﬁcient method for attacking single object trackers of any target in a model-free way remains lacking. In this paper, a cooling-shrinking attack method is proposed to deceive state-of-the-art SiameseRPN-based trackers. An effective and efﬁcient perturbation generator is trained with a carefully designed adversarial loss, which can simultaneously cool hot regions where the target exists on the heatmaps and force the predicted bounding box to shrink, making the tracked target invisible to trackers. Numerous experiments on OTB100, VOT2018, and LaSOT datasets show that our method can effectively fool the state-of-theart SiameseRPN++ tracker by adding small perturbations to the template or the search regions. Besides, our method has good transferability and is able to deceive other topperformance trackers such as DaSiamRPN, DaSiamRPNUpdateNet, and DiMP. The source codes are available at https://github.com/MasterBin-IIAU/CSA.",,2020/7/17 2:35,2020/7/17 2:35,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\H5KCCESR\Yan 等。 - Cooling-Shrinking Attack Blinding the Tracker Wit.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6GSNUEZ,journalArticle,,"Yu, Zitong; Zhao, Chenxu; Wang, Zezheng; Qin, Yunxiao; Su, Zhuo; Li, Xiaobai; Zhou, Feng; Zhao, Guoying",Searching Central Difference Convolutional Networks for Face Anti-Spoofing,,,,,,"Face anti-spooﬁng (FAS) plays a vital role in face recognition systems. Most state-of-the-art FAS methods 1) rely on stacked convolutions and expert-designed network, which is weak in describing detailed ﬁne-grained information and easily being ineffective when the environment varies (e.g., different illumination), and 2) prefer to use long sequence as input to extract dynamic features, making them difﬁcult to deploy into scenarios which need quick response. Here we propose a novel frame level FAS method based on Central Difference Convolution (CDC), which is able to capture intrinsic detailed patterns via aggregating both intensity and gradient information. A network built with CDC, called the Central Difference Convolutional Network (CDCN), is able to provide more robust modeling capacity than its counterpart built with vanilla convolution. Furthermore, over a speciﬁcally designed CDC search space, Neural Architecture Search (NAS) is utilized to discover a more powerful network structure (CDCN++), which can be assembled with Multiscale Attention Fusion Module (MAFM) for further boosting performance. Comprehensive experiments are performed on six benchmark datasets to show that 1) the proposed method not only achieves superior performance on intra-dataset testing (especially 0.2% ACER in Protocol1 of OULU-NPU dataset), 2) it also generalizes well on cross-dataset testing (particularly 6.5% HTER from CASIAMFSD to Replay-Attack datasets). The codes are available at https://github.com/ZitongYu/CDCN.",,2020/7/17 2:39,2020/7/17 2:39,,11,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\KFANIK5T\Yu 等。 - Searching Central Difference Convolutional Network.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5IXAUJP,journalArticle,,"Yuan, Jianhe; He, Zhihai",Ensemble Generative Cleaning With Feedback Loops for Defending Adversarial Attacks,,,,,,"Effective defense of deep neural networks against adversarial attacks remains a challenging problem, especially under powerful white-box attacks. In this paper, we develop a new method called ensemble generative cleaning with feedback loops (EGC-FL) for effective defense of deep neural networks. The proposed EGC-FL method is based on two central ideas. First, we introduce a transformed deadzone layer into the defense network, which consists of an orthonormal transform and a deadzone-based activation function, to destroy the sophisticated noise pattern of adversarial attacks. Second, by constructing a generative cleaning network with a feedback loop, we are able to generate an ensemble of diverse estimations of the original clean image. We then learn a network to fuse this set of diverse estimations together to restore the original image. Our extensive experimental results demonstrate that our approach improves the state-of-art by large margins in both white-box and black-box attacks. It signiﬁcantly improves the classiﬁcation accuracy for white-box PGD attacks upon the second best method by more than 29% on the SVHN dataset and more than 39% on the challenging CIFAR-10 dataset.",,2020/7/17 2:39,2020/7/17 2:39,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\WLL6CTWW\Yuan 和 He - Ensemble Generative Cleaning With Feedback Loops f.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8R6AMMAA,journalArticle,,"Zhang, Yuheng; Jia, Ruoxi; Pei, Hengzhi; Wang, Wenxiao; Li, Bo; Song, Dawn",The Secret Revealer: Generative Model-Inversion Attacks Against Deep Neural Networks,,,,,,"This paper studies model-inversion attacks, in which the access to a model is abused to infer information about the training data. Since its ﬁrst introduction by [7], such attacks have raised serious concerns given that training data usually contain privacy-sensitive information. Thus far, successful model-inversion attacks have only been demonstrated on simple models, such as linear regression and logistic regression. Previous attempts to invert neural networks, even the ones with simple architectures, have failed to produce convincing results. We present a novel attack method, termed the generative model-inversion attack, which can invert deep neural networks with high success rates. Rather than reconstructing private training data from scratch, we leverage partial public information, which can be very generic, to learn a distributional prior via generative adversarial networks (GANs) and use it to guide the inversion process. Moreover, we theoretically prove that a model’s predictive power and its vulnerability to inversion attacks are indeed two sides of the same coin—highly predictive models are able to establish a strong correlation between features and labels, which coincides exactly with what an adversary exploits to mount the attacks. Our extensive experiments demonstrate that the proposed attack improves identiﬁcation accuracy over the existing work by about 75% for reconstructing face images from a state-of-the-art face recognition classiﬁer. We also show that differential privacy, in its canonical form, is of little avail to defend against our attacks.",,2020/7/17 2:42,2020/7/17 2:42,,9,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\ILU45F5R\Zhang 等。 - The Secret Revealer Generative Model-Inversion At.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDF8BTLV,journalArticle,,"Zhang, Chaoning; Benz, Philipp; Imtiaz, Tooba; Kweon, In So",Understanding Adversarial Examples From the Mutual Influence of Images and Perturbations,,,,,,"A wide variety of works have explored the reason for the existence of adversarial examples, but there is no consensus on the explanation. We propose to treat the DNN logits as a vector for feature representation, and exploit them to analyze the mutual inﬂuence of two independent inputs based on the Pearson correlation coefﬁcient (PCC). We utilize this vector representation to understand adversarial examples by disentangling the clean images and adversarial perturbations, and analyze their inﬂuence on each other. Our results suggest a new perspective towards the relationship between images and universal perturbations: Universal perturbations contain dominant features, and images behave like noise to them. This feature perspective leads to a new method for generating targeted universal adversarial perturbations using random source images. We are the ﬁrst to achieve the challenging task of a targeted universal attack without utilizing original training data. Our approach using a proxy dataset achieves comparable performance to the state-of-the-art baselines which utilize the original training dataset.",,2020/7/17 2:42,2020/7/17 2:42,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\M7LTPE7M\Zhang 等。 - Understanding Adversarial Examples From the Mutual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3AK7YSR,journalArticle,,"Zhao, Shihao; Ma, Xingjun; Zheng, Xiang; Bailey, James; Chen, Jingjing; Jiang, Yu-Gang",Clean-Label Backdoor Attacks on Video Recognition Models,,,,,,"Deep neural networks (DNNs) are vulnerable to backdoor attacks which can hide backdoor triggers in DNNs by poisoning training data. A backdoored model behaves normally on clean test images, yet consistently predicts a particular target class for any test examples that contain the trigger pattern. As such, backdoor attacks are hard to detect, and have raised severe security concerns in real-world applications. Thus far, backdoor research has mostly been conducted in the image domain with image classiﬁcation models. In this paper, we show that existing image backdoor attacks are far less effective on videos, and outline 4 strict conditions where existing attacks are likely to fail: 1) scenarios with more input dimensions (eg. videos), 2) scenarios with high resolution, 3) scenarios with a large number of classes and few examples per class (a “sparse dataset”), and 4) attacks with access to correct labels (eg. clean-label attacks). We propose the use of a universal adversarial trigger as the backdoor trigger to attack video recognition models, a situation where backdoor attacks are likely to be challenged by the above 4 strict conditions. We show on benchmark video datasets that our proposed backdoor attack can manipulate state-of-the-art video models with high success rates by poisoning only a small proportion of training data (without changing the labels). We also show that our proposed backdoor attack is resistant to state-of-the-art backdoor defense/detection methods, and can even be applied to improve image backdoor attacks. Our proposed video backdoor attack not only serves as a strong baseline for improving the robustness of video models, but also provides a new perspective for more understanding more powerful backdoor attacks.",,2020/7/17 2:42,2020/7/17 2:42,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\H432RS3X\Zhao 等。 - Clean-Label Backdoor Attacks on Video Recognition .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW2KEG98,journalArticle,,"Zhao, Yue; Wu, Yuwei; Chen, Caihua; Lim, Andrew",On Isometry Robustness of Deep 3D Point Cloud Models Under Adversarial Attacks,,,,,,"While deep learning in 3D domain has achieved revolutionary performance in many tasks, the robustness of these models has not been sufﬁciently studied or explored. Regarding the 3D adversarial samples, most existing works focus on manipulation of local points, which may fail to invoke the global geometry properties, like robustness under linear projection that preserves the Euclidean distance, i.e., isometry. In this work, we show that existing state-ofthe-art deep 3D models are extremely vulnerable to isometry transformations. Armed with the Thompson Sampling, we develop a black-box attack with success rate over 95% on ModelNet40 data set. Incorporating with the Restricted Isometry Property, we propose a novel framework of whitebox attack on top of spectral norm based perturbation. In contrast to previous works, our adversarial samples are experimentally shown to be strongly transferable. Evaluated on a sequence of prevailing 3D models, our white-box attack achieves success rates from 98.88% to 100%. It maintains a successful attack rate over 95% even within an imperceptible rotation range [±2.81◦].",,2020/7/17 2:42,2020/7/17 2:42,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\Q6IKFKQ2\Zhao 等。 - On Isometry Robustness of Deep 3D Point Cloud Mode.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHG82MJE,journalArticle,,"Zheng, Haizhong; Zhang, Ziqi; Gu, Juncheng; Lee, Honglak; Prakash, Atul",Efficient Adversarial Training With Transferable Adversarial Examples,,,,,,"Adversarial training is an effective defense method to protect classiﬁcation models against adversarial attacks. However, one limitation of this approach is that it can require orders of magnitude additional training time due to high cost of generating strong adversarial examples during training. In this paper, we ﬁrst show that there is high transferability between models from neighboring epochs in the same training process, i.e., adversarial examples from one epoch continue to be adversarial in subsequent epochs. Leveraging this property, we propose a novel method, Adversarial Training with Transferable Adversarial Examples (ATTA), that can enhance the robustness of trained models and greatly improve the training efﬁciency by accumulating adversarial perturbations through epochs. Compared to state-of-the-art adversarial training methods, ATTA enhances adversarial accuracy by up to 7.2% on CIFAR10 and requires 12 ∼ 14× less training time on MNIST and CIFAR10 datasets with comparable model robustness.",,2020/7/17 2:43,2020/7/17 2:43,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\HWDAJTDL\Zheng 等。 - Efficient Adversarial Training With Transferable A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BV3M7WN,journalArticle,,"Zhou, Mingyi; Wu, Jing; Liu, Yipeng; Liu, Shuaicheng; Zhu, Ce",DaST: Data-Free Substitute Training for Adversarial Attacks,,,,,,"Machine learning models are vulnerable to adversarial examples. For the black-box setting, current substitute attacks need pre-trained models to generate adversarial examples. However, pre-trained models are hard to obtain in real-world tasks. In this paper, we propose a data-free substitute training method (DaST) to obtain substitute models for adversarial black-box attacks without the requirement of any real data. To achieve this, DaST utilizes specially designed generative adversarial networks (GANs) to train the substitute models. In particular, we design a multi-branch architecture and label-control loss for the generative model to deal with the uneven distribution of synthetic samples. The substitute model is then trained by the synthetic samples generated by the generative model, which are labeled by the attacked model subsequently. The experiments demonstrate the substitute models produced by DaST can achieve competitive performance compared with the baseline models which are trained by the same train set with attacked models. Additionally, to evaluate the practicability of the proposed method on the real-world task, we attack an online machine learning model on the Microsoft Azure platform. The remote model misclassiﬁes 98.35% of the adversarial examples crafted by our method. To the best of our knowledge, we are the ﬁrst to train a substitute model for adversarial attacks without any real data. Our codes are publicly available 1.",,2020/7/17 2:43,2020/7/17 2:43,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\HBCVQNC2\Zhou 等。 - DaST Data-Free Substitute Training for Adversaria.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY9ZDRJB,journalArticle,,"Zhou, Hang; Chen, Dongdong; Liao, Jing; Chen, Kejiang; Dong, Xiaoyi; Liu, Kunlin; Zhang, Weiming; Hua, Gang; Yu, Nenghai",LG-GAN: Label Guided Adversarial Network for Flexible Targeted Attack of Point Cloud Based Deep Networks,,,,,,"Deep neural networks have made tremendous progress in 3D point-cloud recognition. Recent works have shown that these 3D recognition networks are also vulnerable to adversarial samples produced from various attack methods, including optimization-based 3D Carlini-Wagner attack, gradient-based iterative fast gradient method, and skeleton-detach based point-dropping. However, after a careful analysis, these methods are either extremely slow because of the optimization/iterative scheme, or not ﬂexible to support targeted attack of a speciﬁc category. To overcome these shortcomings, this paper proposes a novel label guided adversarial network (LG-GAN) for real-time ﬂexible targeted point cloud attack. To the best of our knowledge, this is the ﬁrst generation based 3D point cloud attack method. By feeding the original point clouds and target attack label into LG-GAN, it can learn how to deform the point clouds to mislead the recognition network into the speciﬁc label only with a single forward pass. In detail, LGGAN ﬁrst leverages one multi-branch adversarial network to extract hierarchical features of the input point clouds, then incorporates the speciﬁed label information into multiple intermediate features using the label encoder. Finally, the encoded features will be fed into the coordinate reconstruction decoder to generate the target adversarial sample. By evaluating different point-cloud recognition models (e.g., PointNet, PointNet++ and DGCNN), we demonstrate that the proposed LG-GAN can support ﬂexible targeted attack on the ﬂy while guaranteeing good attack performance and higher efﬁciency simultaneously.",,2020/7/17 2:44,2020/7/17 2:44,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\KEJUDXAC\Zhou 等。 - LG-GAN Label Guided Adversarial Network for Flexi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDSLAIBJ,journalArticle,,"Zoran, Daniel; Chrzanowski, Mike; Huang, Po-Sen; Gowal, Sven; Mott, Alex; Kohli, Pushmeet",Towards Robust Image Classification Using Sequential Attention Models,,,,,,"In this paper we propose to augment a modern neuralnetwork architecture with an attention model inspired by human perception. Speciﬁcally, we adversarially train and analyze a neural model incorporating a human inspired, visual attention component that is guided by a recurrent top-down sequential process. Our experimental evaluation uncovers several notable ﬁndings about the robustness and behavior of this new model. First, introducing attention to the model signiﬁcantly improves adversarial robustness resulting in state-of-the-art ImageNet accuracies under a wide range of random targeted attack strengths. Second, we show that by varying the number of attention steps (glances/ﬁxations) for which the model is unrolled, we are able to make its defense capabilities stronger, even in light of stronger attacks — resulting in a “computational race” between the attacker and the defender. Finally, we show that some of the adversarial examples generated by attacking our model are quite different from conventional adversarial examples — they contain global, salient and spatially coherent structures coming from the target class that would be recognizable even to a human, and work by distracting the attention of the model away from the main object in the original image.",,2020/7/17 2:45,2020/7/17 2:45,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\NQ6IFGKN\Zoran 等。 - Towards Robust Image Classification Using Sequenti.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHDBZ6XI,conferencePaper,2019,"Bai, Yang; Feng, Yan; Wang, Yisen; Dai, Tao; Xia, Shutao; Jiang, Yong",Hilbert-Based Generative Defense for Adversarial Examples,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00488,https://ieeexplore.ieee.org/document/9010387/,"Adversarial perturbations of clean images are usually imperceptible for human eyes, but can conﬁdently fool deep neural networks (DNNs) to make incorrect predictions. Such vulnerability of DNNs raises serious security concerns about their practicability in security-sensitive applications. To defend against such adversarial perturbations, recently developed PixelDefend puriﬁes a perturbed image based on PixelCNN in a raster scan order (row/column by row/column). However, such scan mode insufﬁciently exploits the correlations between pixels, which further limits its robustness performance. Therefore, we propose a more advanced Hilbert curve scan order to model the pixel dependencies in this paper. Hilbert curve could well preserve local consistency when mapping from 2-D image to 1-D vector, thus the local features in neighboring pixels can be more effectively modeled. Moreover, the defensive power can be further improved via ensembles of Hilbert curve with different orientations. Experimental results demonstrate the superiority of our method over the state-of-the-art defenses against various adversarial attacks.",Oct-19,2020/7/19 1:58,2020/7/19 1:58,2020/7/19 1:58,4783-4792,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\KLESB84L\Bai 等。 - 2019 - Hilbert-Based Generative Defense for Adversarial E.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
