Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
18,"A Nanda, PK Sa, SK Choudhury, S Bakshi, ...","A neuromorphic person re-identification framework for video surveillance",2017,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7885600/","https://scholar.google.com/scholar?cites=5538063389971945784&as_sdt=2005&sciodt=0,5&hl=en",281,"2020-02-26 15:55:41","","","","",,,,,18,6.00,4,5,3,"This paper presents a neuromorphic person re-identification (NPReId) framework to establish the correspondence among individuals observed across two disjoint camera views. The proposed framework comprises three modules (observation, cognition, and …"
18,"J Zhu, H Zeng, J Huang, S Liao, Z Lei, ...","Vehicle re-identification using quadruple directional deep learning features",2019,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8667847/","https://scholar.google.com/scholar?cites=18322808028022094546&as_sdt=2005&sciodt=0,5&hl=en",302,"2020-02-26 15:55:41","","","","",,,,,18,18.00,3,6,1,"In order to resist the adverse effect of viewpoint variations, we design quadruple directional deep learning networks to extract quadruple directional deep learning features (QD-DLF) of vehicle images for improving vehicle re-identification performance. The quadruple …"
18,"Y Huang, H Sheng, Y Zheng, Z Xiong","DeepDiff: Learning deep difference features on human body parts for person re-identification",2017,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231217303466","https://scholar.google.com/scholar?cites=8225035265500456407&as_sdt=2005&sciodt=0,5&hl=en",314,"2020-02-26 15:55:41","","","","",,,,,18,6.00,5,4,3,"Person re-identification is an important part of smart surveillance systems which match people across different scenarios. The most challenging aspect of person re-identification is to design robust features and similarity models that reduce the impact of viewpoints …"
18,"HX Yu, A Wu, WS Zheng","Unsupervised person re-identification by deep asymmetric metric embedding",2018,"IEEE transactions on pattern …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8576568/","https://scholar.google.com/scholar?cites=4643787081084231884&as_sdt=2005&sciodt=0,5&hl=en",332,"2020-02-26 15:55:41","","","","",,,,,18,9.00,6,3,2,"Person re-identification (Re-ID) aims to match identities across non-overlapping camera views. Researchers have proposed many Re-ID models which require quantities of cross-view pairwise labelled data. This limits their scalabilities to many applications where a large …"
18,"X Zhu, XY Jing, L Yang, X You, D Chen, ...","Semi-supervised cross-view projection-based dictionary learning for video-based person re-identification",2017,"… on Circuits and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7954687/","https://scholar.google.com/scholar?cites=696735548961897658&as_sdt=2005&sciodt=0,5&hl=en",334,"2020-02-26 15:55:41","","","","",,,,,18,6.00,3,6,3,"Video-based person re-identification (re-id) has attracted a lot of research interest. When facing dramatic growth in new pedestrian videos, existing video-based person re-id methods usually need large quantities of labeled pedestrian videos to train a discriminative model. In …"
17,"H Wang, X Zhu, S Gong, T Xiang","Person re-identification in identity regression space",2018,"International journal of computer vision","Springer","https://link.springer.com/article/10.1007/s11263-018-1105-3","https://scholar.google.com/scholar?cites=12865126962054507144&as_sdt=2005&sciodt=0,5&hl=en",263,"2020-02-26 15:55:41","HTML","","","",,,,,17,8.50,4,4,2,"Most existing person re-identification (re-id) methods are unsuitable for real-world deployment due to two reasons: Unscalability to large population size, and Inadaptability over time. In this work, we present a unified solution to address both problems. Specifically …"
17,"RF Prates, WR Schwartz","Kernel hierarchical pca for person re-identification",2016,"2016 23rd International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7899944/","https://scholar.google.com/scholar?cites=860962501482613637&as_sdt=2005&sciodt=0,5&hl=en",264,"2020-02-26 15:55:41","","","","",,,,,17,4.25,9,2,4,"Person re-identification (Re-ID) maintains a global identity for an individual while he moves along a large area covered by multiple cameras. Re-ID enables a multi-camera monitoring of individual activity that is critical for surveillance systems. However, the low-resolution …"
17,"W Li, Y Wu, J Li","Re-identification by neighborhood structure metric learning",2017,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320316302023","https://scholar.google.com/scholar?cites=8654368479419915647&as_sdt=2005&sciodt=0,5&hl=en",274,"2020-02-26 15:55:41","","","","",,,,,17,5.67,6,3,3,"Re-identifying persons of interest among distributed cameras remains a challenge in current academia and industry. Because feature designing is inevitably subject to handcrafting subjectivity and real-scenario complexity, learning a discriminative metric has gained …"
17,"SC Shi, CC Guo, JH Lai, SZ Chen, XJ Hu","Person re-identification with multi-level adaptive correspondence models",2015,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231215007705","https://scholar.google.com/scholar?cites=3727054838898640116&as_sdt=2005&sciodt=0,5&hl=en",279,"2020-02-26 15:55:41","","","","",,,,,17,3.40,3,5,5,"In this work, we present a multi-level adaptive correspondence model for person re-identification. Coarse segmentation and single level representation carry poorly discriminative information for generating a signature of a target, whilst fine segmentation …"
17,"M Zheng, S Karanam, Z Wu, ...","Re-identification with consistent attentive siamese networks",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Zheng_Re-Identification_With_Consistent_Attentive_Siamese_Networks_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=5735657430508384583&as_sdt=2005&sciodt=0,5&hl=en",284,"2020-02-26 15:55:41","","","","",,,,,17,17.00,4,4,1,"We propose a new deep architecture for person re-identification (re-id). While re-id has seen much recent progress, spatial localization and view-invariant representation learning for robust cross-view matching remain key, unsolved problems. We address these questions by …"
17,"C Zhao, K Chen, Z Wei, Y Chen, D Miao, ...","Multilevel triplet deep learning model for person re-identification",2019,"Pattern Recognition …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167865518301491","https://scholar.google.com/scholar?cites=17985867177279673805&as_sdt=2005&sciodt=0,5&hl=en",294,"2020-02-26 15:55:41","","","","",,,,,17,17.00,3,6,1,"Person re-identification (Re-ID) is a typical computer vision problem which matches pedestrians from different cameras. It remains challenging to cope with the variation in light, the change of human pose and view point difference. Many existing person re-identification …"
17,"Z Liu, J Chen, Y Wang","A fast adaptive spatio-temporal 3d feature for video-based person re-identification",2016,"2016 IEEE international conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7533170/","https://scholar.google.com/scholar?cites=9274093839093716685&as_sdt=2005&sciodt=0,5&hl=en",295,"2020-02-26 15:55:41","","","","",,,,,17,4.25,6,3,4,"Video-based person re-identification has become a hot topic in the field of research on computer vision and intelligent surveillance, which is more robust to the variations in a person's appearance than single-shot based methods and involves space-time information …"
17,"D Wu, SJ Zheng, XP Zhang, CA Yuan, F Cheng, ...","Deep learning-based methods for person re-identification: A comprehensive review",2019,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231219301225","https://scholar.google.com/scholar?cites=15410665101631609201&as_sdt=2005&sciodt=0,5&hl=en",333,"2020-02-26 15:55:41","","","","",,,,,17,17.00,3,6,1,"In recent years, person re-identification (ReID) has received much attention since it is a fundamental task in intelligent surveillance systems and has widespread application prospects in numerous fields. Given an image of a pedestrian captured from one camera …"
17,"Z Wang, Z Wang, Y Zheng, ...","Learning to reduce dual-level discrepancy for infrared-visible person re-identification",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Wang_Learning_to_Reduce_Dual-Level_Discrepancy_for_Infrared-Visible_Person_Re-Identification_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=1029193167989785097&as_sdt=2005&sciodt=0,5&hl=en",341,"2020-02-26 15:55:41","","","","",,,,,17,17.00,4,4,1,"Abstract Infrared-Visible person RE-IDentification (IV-REID) is a rising task. Compared to conventional person re-identification (re-ID), IV-REID concerns the additional modality discrepancy originated from the different imaging processes of spectrum cameras, in …"
17,"JH Shah, Z Chen, M Sharif, M Yasmin, ...","A novel biomechanics-based approach for person re-identification by generating dense color sift salience features",2017,"Journal of Mechanics …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0219519417400115","https://scholar.google.com/scholar?cites=9029070419004798388&as_sdt=2005&sciodt=0,5&hl=en",363,"2020-02-26 15:55:41","","","","",,,,,17,5.67,3,5,3,"Currently, identifying humans using biomechanics-based approaches has gained a lot of significance for person re-identification. Biomechanics-based approaches use knee-hip angle–angle relationships and body movements for person re-identification. Generally …"
17,"TTT Pham, TL Le, H Vu, TK Dao","Fully-automated person re-identification in multi-camera surveillance system with a robust kernel descriptor and effective shadow removal method",2017,"Image and Vision Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0262885616302189","https://scholar.google.com/scholar?cites=17899542221922438992&as_sdt=2005&sciodt=0,5&hl=en",395,"2020-02-26 15:55:41","","","","",,,,,17,5.67,4,4,3,"In this paper, a fully-automated person Re-ID (Re-identification) system is proposed for real scenarios of human tracking in non-overlapping camera network. The system includes two phases of human detection and Re-ID. The human ROIs (Regions of Interest) are extracted …"
16,"H Yao, S Zhang, D Zhang, Y Zhang, J Li, ...","Large-scale person re-identification as retrieval",2017,"… on Multimedia and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8019485/","https://scholar.google.com/scholar?cites=16631673006290287349&as_sdt=2005&sciodt=0,5&hl=en",283,"2020-02-26 15:55:41","","","","",,,,,16,5.33,3,6,3,"This paper targets to bring together the research efforts on two fields that are growing actively in the past few years: multicamera person Re-Identification (ReID) and large-scale image retrieval. We demonstrate that the essentials of image retrieval and person ReID are …"
16,"R Prates, M Oliveira, ...","Kernel partial least squares for person re-identification",2016,"2016 13th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7738030/","https://scholar.google.com/scholar?cites=7261207965283551148&as_sdt=2005&sciodt=0,5&hl=en",291,"2020-02-26 15:55:41","","","","",,,,,16,4.00,5,3,4,"Person re-identification (Re-ID) keeps the same identity for a person as he moves along an area with nonoverlapping surveillance cameras. Re-ID is a challenging task due to appearance changes caused by different camera viewpoints, occlusion and illumination …"
16,"L Chen, H Yang, J Zhu, Q Zhou, ...","Deep spatial-temporal fusion network for video-based person re-identification",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2017_workshops/w17/html/Chen_Deep_Spatial-Temporal_Fusion_CVPR_2017_paper.html","https://scholar.google.com/scholar?cites=6187933672958897234&as_sdt=2005&sciodt=0,5&hl=en",310,"2020-02-26 15:55:41","","","","",,,,,16,5.33,3,5,3,"In this paper, we propose a novel deep end-to-end network to automatically learn the spatial-temporal fusion features for video-based person re-identification. Specifically, the proposed network consists of CNN and RNN to jointly learn both the spatial and the temporal features …"
16,"A Franco, L Oliveira","Convolutional covariance features: Conception, integration and performance in person re-identification",2017,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320316301625","https://scholar.google.com/scholar?cites=881188313077044817&as_sdt=2005&sciodt=0,5&hl=en",311,"2020-02-26 15:55:41","","","","",,,,,16,5.33,8,2,3,"This paper introduces a novel type of features based on covariance descriptors–the convolutional covariance features (CCF). Differently from the traditional and handcrafted way to obtain covariance descriptors, CCF is computed from adaptive and trainable features …"
16,"H Jin, X Wang, S Liao, SZ Li","Deep person re-identification with improved embedding and efficient training",2017,"2017 IEEE International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8272706/","https://scholar.google.com/scholar?cites=5631515335893048372&as_sdt=2005&sciodt=0,5&hl=en",316,"2020-02-26 15:55:41","","","","",,,,,16,5.33,4,4,3,"Person re-identification task has been greatly boosted by deep convolutional neural networks (CNNs) in recent years. The core of which is to enlarge the inter-class distinction as well as reduce the intra-class variance. However, to achieve this, existing deep models …"
16,"W Liao, M Ying Yang, N Zhan, ...","Triplet-based deep similarity learning for person re-identification",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2017_workshops/w6/html/Liao_Triplet-Based_Deep_Similarity_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=10859850021628926790&as_sdt=2005&sciodt=0,5&hl=en",318,"2020-02-26 15:55:41","","","","",,,,,16,5.33,4,4,3,"In recent years, person re-identification (re-id) catches great attention in both computer vision community and industry. In this paper, we propose a new framework for person re-identification with a triplet-based deep similarity learning using convolutional neural …"
16,"B Lavi, MF Serj, I Ullah","Survey on deep learning techniques for person re-identification task",2018,"arXiv preprint arXiv:1807.05284","arxiv.org","https://arxiv.org/abs/1807.05284","https://scholar.google.com/scholar?cites=14480389659884567523&as_sdt=2005&sciodt=0,5&hl=en",328,"2020-02-26 15:55:41","","","","",,,,,16,8.00,5,3,2,"Intelligent video-surveillance is currently an active research field in computer vision and machine learning techniques. It provides useful tools for surveillance operators and forensic video investigators. Person re-identification (PReID) is one among these tools. It consists of …"
16,"R Hou, B Ma, H Chang, X Gu, ...","Interaction-and-aggregation network for person re-identification",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Hou_Interaction-And-Aggregation_Network_for_Person_Re-Identification_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=6225193678830558896&as_sdt=2005&sciodt=0,5&hl=en",368,"2020-02-26 15:55:41","","","","",,,,,16,16.00,3,5,1,"Person re-identification (reID) benefits greatly from deep convolutional neural networks (CNNs) which learn robust feature embeddings. However, CNNs are inherently limited in modeling the large variations in person pose and scale due to their fixed geometric …"
16,"M Ye, X Lan, Z Wang, PC Yuen","Bi-directional center-constrained top-ranking for visible thermal person re-identification",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8732420/","https://scholar.google.com/scholar?cites=3779228016881022558&as_sdt=2005&sciodt=0,5&hl=en",371,"2020-02-26 15:55:41","","","","",,,,,16,16.00,4,4,1,"Visible thermal person re-identification (VT-REID) is a task of matching person images captured by thermal and visible cameras, which is an extremely important issue in night-time surveillance applications. Existing cross-modality recognition works mainly focus on …"
15,"H Chen, Y Wang, Y Shi, K Yan, M Geng, ...","Deep transfer learning for person re-identification",2018,"2018 IEEE Fourth …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8499067/","https://scholar.google.com/scholar?cites=1761554910583647723&as_sdt=2005&sciodt=0,5&hl=en",287,"2020-02-26 15:55:41","","","","",,,,,15,7.50,3,6,2,"Person re-identification (Re-ID) poses an inevitable challenge to deep learning: how to learn a robust deep model with millions of parameters on a small training set of few or no labels. In this paper, two deep transfer learning methods are proposed to address the training data …"
15,"VS Kenk, S Kovačič, M Kristan, M Hajdinjak, ...","Visual re-identification across large, distributed camera networks",2015,"Image and vision …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0262885614001668","https://scholar.google.com/scholar?cites=471743755998779638&as_sdt=2005&sciodt=0,5&hl=en",289,"2020-02-26 15:55:41","","","","",,,,,15,3.00,3,5,5,"We propose a holistic approach to the problem of re-identification in an environment of distributed smart cameras. We model the re-identification process in a distributed camera network as a distributed multi-class classifier, composed of spatially distributed binary …"
15,"X Li, A Wu, WS Zheng","Adversarial open-world person re-identification",2018,"Proceedings of the European …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ECCV_2018/html/Xiang_Li_Adversarial_Open-World_Person_ECCV_2018_paper.html","https://scholar.google.com/scholar?cites=2896878953055175457&as_sdt=2005&sciodt=0,5&hl=en",292,"2020-02-26 15:55:41","","","","",,,,,15,7.50,5,3,2,"In a typical real-world application of re-id, a watch-list (gallery set) of a handful of target people (eg suspects) to track around a large volume of non-target people are demanded across camera views, and this is called the open-world person re-id. Different from …"
15,"G Lisanti, N Martinel, A Del Bimbo, ...","Group re-identification via unsupervised transfer of sparse features encoding",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_iccv_2017/html/Lisanti_Group_Re-Identification_via_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=3228959863526330354&as_sdt=2005&sciodt=0,5&hl=en",296,"2020-02-26 15:55:41","","","","",,,,,15,5.00,4,4,3,"Person re-identification is best known as the problem of associating a single person that is observed from one or more disjoint cameras. The existing literature has mainly addressed such an issue, neglecting the fact that people usually move in groups, like in crowded …"
15,"S Bąk, P Carr","Person re-identification using deformable patch metric learning",2016,"2016 IEEE Winter Conference on Applications …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7477590/","https://scholar.google.com/scholar?cites=11250993261846780288&as_sdt=2005&sciodt=0,5&hl=en",300,"2020-02-26 15:55:41","","","","",,,,,15,3.75,8,2,4,"The methodology for finding the same individual in a network of cameras must deal with significant changes in appearance caused by variations in illumination, viewing angle and a person's pose. Re-identification requires solving two fundamental problems:(1) determining …"
15,"J Jia, Q Ruan, Y Jin","Geometric preserving local fisher discriminant analysis for person re-identification",2016,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231216302648","https://scholar.google.com/scholar?cites=15542371857585497221&as_sdt=2005&sciodt=0,5&hl=en",308,"2020-02-26 15:55:41","","","","",,,,,15,3.75,5,3,4,"Abstract Recently, Local Fisher Discriminant Analysis (LFDA) has achieved impressive performance in person re-identification. However, the classic LFDA method pays little attention to the intrinsic geometrical structure of the complex person re-identification data …"
15,"K Li, Z Ding, K Li, Y Zhang, Y Fu","Support neighbor loss for person re-identification",2018,"Proceedings of the 26th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3240508.3240674","https://scholar.google.com/scholar?cites=10372449401621144462&as_sdt=2005&sciodt=0,5&hl=en",309,"2020-02-26 15:55:41","","","","",,,,,15,7.50,3,5,2,"Person re-identification (re-ID) has recently been tremendously boosted due to the advancement of deep convolutional neural networks (CNN). The majority of deep re-ID methods focus on designing new CNN architectures, while less attention is paid on …"
15,"L Song, C Wang, L Zhang, B Du, Q Zhang, C Huang, ...","Unsupervised domain adaptive re-identification: Theory and practice",2020,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S003132031930473X","https://scholar.google.com/scholar?cites=6138418708292590722&as_sdt=2005&sciodt=0,5&hl=en",312,"2020-02-26 15:55:41","","","","",,,,,15,15.00,2,7,1,"We study the problem of unsupervised domain adaptive re-identification (re-ID) which is an active topic in computer vision but lacks a theoretical foundation. We first extend existing unsupervised domain adaptive classification theories to re-ID tasks. Concretely, we …"
15,"CW Wu, CT Liu, CE Chiang, WC Tu, ...","Vehicle re-identification with the space-time prior",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018_workshops/w3/html/Wu_Vehicle_Re-Identification_With_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=16019641184079479747&as_sdt=2005&sciodt=0,5&hl=en",320,"2020-02-26 15:55:41","","","","",,,,,15,7.50,3,5,2,"Vehicle re-identification (Re-ID) is fundamentally challenging due to the difficulties in data labeling, visual domain mismatch between datasets and diverse appearance of the same vehicle. We propose the adaptive feature learning technique based on the space-time prior …"
15,"L Wei, Y Tian, Y Wang, T Huang","Swiss-system based cascade ranking for gait-based person re-identification",2015,"Twenty-ninth AAAI conference on …","aaai.org","https://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/viewPaper/9417","https://scholar.google.com/scholar?cites=16531760091156616494&as_sdt=2005&sciodt=0,5&hl=en",322,"2020-02-26 15:55:41","","","","",,,,,15,3.00,4,4,5,"Human gait has been shown to be an efficient biometric measure for person identification at a distance. However, it often needs different gait features to handle various covariate conditions including viewing angles, walking speed, carrying an object and wearing different …"
15,"J Zhu, H Zeng, Y Du, Z Lei, L Zheng, C Cai","Joint feature and similarity deep learning for vehicle re-identification",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8424333/","https://scholar.google.com/scholar?cites=3417791447426479653&as_sdt=2005&sciodt=0,5&hl=en",325,"2020-02-26 15:55:41","","","","",,,,,15,7.50,3,6,2,"In this paper, a joint feature and similarity deep learning (JFSDL) method for vehicle re-identification is proposed. The proposed JFSDL method applies a siamese deep network to extract deep learning features for an input vehicle image pair simultaneously. The siamese …"
15,"Y Lou, Y Bai, J Liu, S Wang, ...","Embedding adversarial learning for vehicle re-identification",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8653852/","https://scholar.google.com/scholar?cites=11678888342911734200&as_sdt=2005&sciodt=0,5&hl=en",326,"2020-02-26 15:55:41","","","","",,,,,15,15.00,3,5,1,"The high similarities of different real-world vehicles and great diversities of the acquisition views pose grand challenges to vehicle re-identification (ReID), which traditionally maps the vehicle images into a high-dimensional embedding space for distance optimization, vehicle …"
15,"Y Tang, D Wu, Z Jin, W Zou, X Li","Multi-modal metric learning for vehicle re-identification in traffic surveillance environment",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8296683/","https://scholar.google.com/scholar?cites=7767845948687180655&as_sdt=2005&sciodt=0,5&hl=en",338,"2020-02-26 15:55:41","","","","",,,,,15,5.00,3,5,3,"Vehicle re-identification (Re-Id) aims to retrieve the same vehicle captured by disjoint cameras at different time instants from different locations, and is a challenging task mainly due to the high similarity among the captured vehicle images in surveillance environment …"
15,"A Barman, SK Shah","Shape: A novel graph theoretic algorithm for making consensus-based decisions in person re-identification systems",2017,"Proceedings of the IEEE International …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_iccv_2017/html/Barman_SHaPE_A_Novel_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=8745279345049219514&as_sdt=2005&sciodt=0,5&hl=en",346,"2020-02-26 15:55:41","","","","",,,,,15,5.00,8,2,3,"Person re-identification is a challenge in video-based surveillance where the goal is to identify the same person in different camera views. In recent years, many algorithms have been proposed that approach this problem by designing suitable feature representations for …"
15,"L Yin, Q Wang, SL Shaw, Z Fang, J Hu, Y Tao, W Wang","Re-identification risk versus data utility for aggregated mobility research using mobile phone location data",2015,"PloS one","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607417/","https://scholar.google.com/scholar?cites=18100034570136020255&as_sdt=2005&sciodt=0,5&hl=en",356,"2020-02-26 15:55:41","HTML","","","",,,,,15,3.00,2,7,5,"Mobile phone location data is a newly emerging data source of great potential to support human mobility research. However, recent studies have indicated that many users can be easily re-identified based on their unique activity patterns. Privacy protection procedures will …"
15,"L Drude, T von Neumann, ...","Deep attractor networks for speaker re-identification and blind source separation",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8461778/","https://scholar.google.com/scholar?cites=14737725703842201157&as_sdt=2005&sciodt=0,5&hl=en",361,"2020-02-26 15:55:41","","","","",,,,,15,7.50,5,3,2,"Deep clustering (DC) and deep attractor networks (DANs) are a data-driven way to monaural blind source separation. Both approaches provide astonishing single channel performance but have not yet been generalized to block-online processing. When …"
15,"Y Sun, Q Xu, Y Li, C Zhang, Y Li, ...","Perceive where to focus: Learning visibility-aware part-level features for partial person re-identification",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Sun_Perceive_Where_to_Focus_Learning_Visibility-Aware_Part-Level_Features_for_Partial_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=4047481609137728387&as_sdt=2005&sciodt=0,5&hl=en",382,"2020-02-26 15:55:41","","","","",,,,,15,15.00,3,6,1,"This paper considers a realistic problem in person re-identification (re-ID) task, ie, partial re-ID. Under partial re-ID scenario, the images may contain a partial observation of a pedestrian. If we directly compare a partial pedestrian image with a holistic one, the extreme …"
15,"Y Lou, Y Bai, J Liu, S Wang, ...","Veri-wild: A large dataset and a new method for vehicle re-identification in the wild",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Lou_VERI-Wild_A_Large_Dataset_and_a_New_Method_for_Vehicle_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=1233970326381071391&as_sdt=2005&sciodt=0,5&hl=en",464,"2020-02-26 15:55:41","","","","",,,,,15,15.00,3,5,1,"Abstract Vehicle Re-identification (ReID) is of great significance to the intelligent transportation and public security. However, many challenging issues of Vehicle ReID in real-world scenarios have not been fully investigated, eg, the high viewpoint variations …"
15,"F Prasser, F Kohlmayer, KA Kuhn","The importance of context: Risk-based de-identification of biomedical data",2016,"Methods of information in …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.3414/ME16-01-0012","https://scholar.google.com/scholar?cites=2022420562714081750&as_sdt=2005&sciodt=0,5&hl=en",816,"2020-02-26 15:55:41","HTML","","","",,,,,15,3.75,5,3,4,"… It is accompanied by significant privacy concerns and often data needs to be protected from re-identification … Objectives: Accurately measuring the risk of re-identification in a specific data sharing scenario is an important aspect of data de-identification …"
14,"L Ma, H Liu, L Hu, C Wang, Q Sun","Orientation driven bag of appearances for person re-identification",2016,"arXiv preprint arXiv:1605.02464","arxiv.org","https://arxiv.org/abs/1605.02464","https://scholar.google.com/scholar?cites=4337363630449558924&as_sdt=2005&sciodt=0,5&hl=en",298,"2020-02-26 15:55:41","","","","",,,,,14,3.50,3,5,4,"Person re-identification (re-id) consists of associating individual across camera network, which is valuable for intelligent video surveillance and has drawn wide attention. Although person re-identification research is making progress, it still faces some challenges such as …"
14,"B Huang, J Chen, Y Wang, C Liang, Z Wang, ...","Sparsity-based occlusion handling method for person re-identification",2015,"… on Multimedia Modeling","Springer","https://link.springer.com/chapter/10.1007/978-3-319-14442-9_6","https://scholar.google.com/scholar?cites=11475187514432555936&as_sdt=2005&sciodt=0,5&hl=en",304,"2020-02-26 15:55:41","","","","",,,,,14,2.80,2,6,5,"Person re-identification has recently attracted a lot of research interests, it refers to recognizing people across non-overlapping surveillance cameras. However, person re-identification is essentially a very challenging task due to variations in illumination …"
14,"W Fang, HM Hu, Z Hu, S Liao, B Li","Perceptual hash-based feature description for person re-identification",2018,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231217312651","https://scholar.google.com/scholar?cites=11149833768212038894&as_sdt=2005&sciodt=0,5&hl=en",305,"2020-02-26 15:55:41","","","","",,,,,14,7.00,3,5,2,"Person re-identification is one of the most important and challenging problems in video surveillance systems. For person re-identification, feature description is a fundamental problem. While many approaches focus on exploiting low-level features to describe person …"
14,"Z Zhang, T Si, S Liu","Integration convolutional neural network for person re-identification in camera networks",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8402217/","https://scholar.google.com/scholar?cites=4666806897163245726&as_sdt=2005&sciodt=0,5&hl=en",317,"2020-02-26 15:55:41","","","","",,,,,14,7.00,5,3,2,"In this paper, we propose a novel deep model named integration convolutional neural network (ICNN) for person re-identification in camera networks, which jointly learns global and local features in a unified framework. To this end, the proposed ICNN simultaneously …"
14,"Y Xie, H Yu, X Gong, Z Dong, ...","Learning visual-spatial saliency for multiple-shot person re-identification",2015,"IEEE Signal Processing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7116518/","https://scholar.google.com/scholar?cites=5335592938416694380&as_sdt=2005&sciodt=0,5&hl=en",321,"2020-02-26 15:55:41","","","","",,,,,14,2.80,3,5,5,"Recognizing persons across non-overlapping camera views, known as person re-identification, has received increasing attentions for its importance in many surveillance applications. However, most of existing methods rely on pre-training steps to ensure their …"
14,"J Henriksen-Bulmer, S Jeary","Re-identification attacks—A systematic literature review",2016,"International Journal of Information …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401215301262","https://scholar.google.com/scholar?cites=14851928351347814214&as_sdt=2005&sciodt=0,5&hl=en",327,"2020-02-26 15:55:41","","","","",,,,,14,3.50,7,2,4,"The publication of increasing amounts of anonymised open source data has resulted in a worryingly rising number of successful re-identification attacks. This has a number of privacy and security implications both on an individual and corporate level. This paper uses a …"
