Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
18,"Y Yuan, X Lu, X Chen","Multi-spectral pedestrian detection",2015,"Signal Processing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165168414003661","https://scholar.google.com/scholar?cites=7913006002630695622&as_sdt=2005&sciodt=0,5&hl=en",352,"2020-02-26 15:05:22","","","","",,,,,18,3.60,6,3,5,"… In order to handle the occlusion situation and various human gestures, the relation between entire human and … Negative examples coming from bounding boxes do not contain any pedestrian. And in testing set, only pedestrians in each image pair are labeled as ground-truth …"
18,"P Merdrignac, O Shagdar, IB Jemaa…","Study on perception and communication systems for safety of vulnerable road users",2015,"2015 IEEE 18th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7313396/","https://scholar.google.com/scholar?cites=17915067500816361410&as_sdt=2005&sciodt=0,5&hl=en",790,"2020-02-26 15:05:22","","","","",,,,,18,3.60,5,4,5,"… becomes worse. In the cases of heavy occlusion, nearly all pedestrians are missed. As mentioned in [11], [12], an enhanced pedestrian detection can be achieved by combining different sensors (eg laser and camera). In [13 …"
18,"YG Lee, SC Chen, JN Hwang…","An ensemble of invariant features for person reidentification",2016,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7779129/","https://scholar.google.com/scholar?cites=6870131644435651828&as_sdt=2005&sciodt=0,5&hl=en",868,"2020-02-26 15:05:22","","","","",,,,,18,4.50,5,4,4,"… pedestrian recognition (VIPeR) [13], and 3DPeS [7] data sets … This model effectively mitigates the problem of occlusion, partial views, and poses changes … orientation gradient on a person's shoulder) and the global high-level features (eg, the heads and legs of pedestrians) can be …"
18,"AJ Spiers, AM Dollar","Design and evaluation of shape-changing haptic interfaces for pedestrian navigation assistance",2016,"IEEE transactions on haptics","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7494918/","https://scholar.google.com/scholar?cites=18049237301412123745&as_sdt=2005&sciodt=0,5&hl=en",952,"2020-02-26 15:05:22","","","","",,,,,18,4.50,9,2,4,"… for signaling infrequent hazards (eg, head level obstacles for VI pedestrians [29], [30 … AND EVALUATION OF SHAPE-CHANGING HAPTIC INTERFACES FOR PEDESTRIAN NAVIGATION ASSISTANCE … provided optimum localiza- tion results by avoiding signal occlusion from the …"
17,"NK Negied, EE Hemayed, MB Fayek","Pedestrians' detection in thermal bands–Critical survey",2015,"Journal of Electrical Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2314717215000343","https://scholar.google.com/scholar?cites=8712195124030436886&as_sdt=2005&sciodt=0,5&hl=en",72,"2020-02-26 15:05:22","HTML","","","",,,,,17,3.40,6,3,5,"… Pedestrian detection is an essential and significant task in any intelligent surveillance … Some obvious challenges facing pedestrians' detection like various styles of clothing in … possible articulations, the presence of occluding accessories, frequent occlusion between pedestrians …"
17,"F Li, R Zhang, F You","Fast pedestrian detection and dynamic tracking for intelligent vehicles within V2V cooperative environment",2017,"IET Image Processing","IET","https://digital-library.theiet.org/content/journals/10.1049/iet-ipr.2016.0931","https://scholar.google.com/scholar?cites=13111153797124369107&as_sdt=2005&sciodt=0,5&hl=en",185,"2020-02-26 15:05:22","","","","",,,,,17,5.67,6,3,3,"… The CamShift algorithm can track pedestrians with high performance, but it is not able to make the trend prediction for pedestrian movement, which may lead to tracking failure especially within complex background environments or serious occlusion between pedestrians …"
17,"S Gao, Z Han, C Li, Q Ye, J Jiao","Real-time multipedestrian tracking in traffic scenes via an RGB-D-based layered graph model",2015,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7106548/","https://scholar.google.com/scholar?cites=8461665416208563285&as_sdt=2005&sciodt=0,5&hl=en",261,"2020-02-26 15:05:22","","","","",,,,,17,3.40,3,5,5,"… We re-formulate the multi-pedestrian tracking problem as a novel layered graph model … 1, we introduce the layering and occlusion handling strategies based on RGB-D data to … searching algorithm in the LGM to approximate optimality, and achieve multiple pedestrians tracking …"
17,"X Zhang, L Cheng, B Li, HM Hu","Too far to see? Not really!—pedestrian detection with scale-aware localization policy",2018,"IEEE transactions on image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8328854/","https://scholar.google.com/scholar?cites=854110544000785966&as_sdt=2005&sciodt=0,5&hl=en",394,"2020-02-26 15:05:22","","","","",,,,,17,8.50,4,4,2,"… (d) ResNet-50-C3. (e) ResNet-50-C4. (f) ResNet-50-C5. In general, lower representation layers may have a strong activation of convolutional neurons for far-scale pedestrians. Similar phenomenon for near-scale pedestrian instances usu- ally emerge at higher layers …"
17,"J Vandoni, E Aldea, S Le Hégarat-Mascle","Evidential query-by-committee active learning for pedestrian detection in high-density crowds",2019,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0888613X18303517","https://scholar.google.com/scholar?cites=13713505466738378495&as_sdt=2005&sciodt=0,5&hl=en",435,"2020-02-26 15:05:22","","","","",,,,,17,17.00,6,3,1,"… 4] or automated video anonymization [5]. Recently, the accurate detection of pedestrians in high … Firstly, common pedestrian detectors (eg [10], [11]) are trained for discriminative learning on the … in high-density crowds are the absence of background, the heavy occlusion of body …"
17,"P Vera, S Monjaraz, J Salas","Counting pedestrians with a zenithal arrangement of depth cameras",2016,"Machine Vision and Applications","Springer","https://link.springer.com/article/10.1007/s00138-015-0739-1","https://scholar.google.com/scholar?cites=3487802200659283481&as_sdt=2005&sciodt=0,5&hl=en",510,"2020-02-26 15:05:22","","","","",,,,,17,4.25,6,3,4,"… [16] present a method where the number of pedestrians is inferred … In their work, the cameras are placed lateral to the scene and they cooperate to overcome occlusion … of depth cameras in zenithal arrangements include the prediction of the occurrence of a pedestrian through a …"
17,"A Tageldin, T Sayed","Developing evasive action‐based indicators for identifying pedestrian conflicts in less organized traffic environments",2016,"Journal of Advanced Transportation","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/atr.1397","https://scholar.google.com/scholar?cites=6761087613442697704&as_sdt=2005&sciodt=0,5&hl=en",730,"2020-02-26 15:05:22","","","","",,,,,17,4.25,9,2,4,"… handling variations in global illumination, tracking of multiple objects, object occlusion and handling of … A pedestrian speed profile will demonstrate periodic cyclic variations … This oscillatory behaviour associated with pedestrians and cyclist, while lacking in vehicles, provides a …"
17,"R Geiss, R Lewkow","Camera selection based on occlusion of field of view",2015,"US Patent 9,154,697","Google Patents","https://patents.google.com/patent/US9154697B2/en","https://scholar.google.com/scholar?cites=7654917679935262457&as_sdt=2005&sciodt=0,5&hl=en",731,"2020-02-26 15:05:22","","","","",,,,,17,3.40,9,2,5,"Camera selection based on occlusion of field of view. Download PDF … reading or recognising printed or written characters or for recognising patterns, eg fingerprints; G06K9/00362— Recognising human body or animal bodies, eg vehicle occupant, pedestrian; Recognising body …"
17,"H Kim, JL Gabbard, AM Anon…","Driver behavior and performance with augmented reality pedestrian collision warning: An outdoor user study",2018,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8302393/","https://scholar.google.com/scholar?cites=8796706323145996826&as_sdt=2005&sciodt=0,5&hl=en",789,"2020-02-26 15:05:22","","","","",,,,,17,8.50,4,4,2,"… of monocular depth cues, also known as pictorial or perspective cues such as occlusion, relative height … visual stimuli available to the driver were only those associated with the real pedestrians. In warning conditions, both a visual warning and a pedestrian appeared at the same …"
17,"R Quintero, I Parra, J Lorenzo…","Pedestrian intention recognition by means of a hidden markov model and body language",2017,"2017 IEEE 20th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8317766/","https://scholar.google.com/scholar?cites=10022453493627588890&as_sdt=2005&sciodt=0,5&hl=en",804,"2020-02-26 15:05:22","","","","",,,,,17,5.67,4,4,3,"… It is assumed an occlusion when the second method detects only one cluster … data subset belonging to the j-th state of s. Before computing αi, the pose of the current pedestrian observation and the … The displacements are not scaled to find pedestrians with similar joint velocities …"
17,"K Park, S Kim, K Sohn","Unified multi-spectral pedestrian detection based on probabilistic fusion networks",2018,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320318300906","https://scholar.google.com/scholar?cites=3110957001173655689&as_sdt=2005&sciodt=0,5&hl=en",955,"2020-02-26 15:05:22","","","","",,,,,17,8.50,6,3,2,"… [26] solved the partial occlusion problem by … probability fusion (APF) layer One of the major problems encountered in the pedestrian detection task is false positives, where the pedestrian-like features from non-pedestrian proposals are erroneously detected as pedestrians …"
16,"D Varga, T Szirányi","Robust real-time pedestrian detection in surveillance videos",2017,"Journal of Ambient Intelligence and Humanized …","Springer","https://link.springer.com/article/10.1007/s12652-016-0369-0","https://scholar.google.com/scholar?cites=1950549476590051174&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-02-26 15:05:22","","","","",,,,,16,5.33,8,2,3,"… 2 Occlusion handling scheme … trained five part detectors using the original database but the images were annotated according to the part of the pedestrian … of the holistic detector is ambiguous, the responses of each part detectors are combined to infer the occluded pedestrians …"
16,"X Chen, K Henrickson, Y Wang","Kinect‐based pedestrian detection for crowded scenes",2016,"Computer‐Aided Civil and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.12163","https://scholar.google.com/scholar?cites=9501689015872109522&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-02-26 15:05:22","","","","",,,,,16,4.00,5,3,4,"… above that while much work has gone into Kinect‐based pedestrian detection in recent years, most has only focused on detecting pedestrian in simple scene with slight occlusion or no occlusion, and had some limitations for crowded pedestrians detection, especially in …"
16,"A Tahmasbi-Sarvestani, H Kazemi, YP Fallah…","System architecture for cooperative vehicle-pedestrian safety applications using DSRC communication",2015,"","sae.org","https://www.sae.org/publications/technical-papers/content/2015-01-0290/","https://scholar.google.com/scholar?cites=16691036859051312832&as_sdt=2005&sciodt=0,5&hl=en",362,"2020-02-26 15:05:22","","","","",,,,,16,3.20,4,4,5,"… Figure 1. Categorization of pedestrian safety methods In contrast, cooperative safety methods that rely on communication, are capable of predicting hazards and warn drivers and pedestrians much sooner than pure sensor based methods. The issue of LoS occlusion is greatly …"
16,"P Ji, Y Kim, Y Yang, YS Kim","Face occlusion detection using skin color ratio and LBP features for intelligent video surveillance systems",2016,"2016 Federated Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7733248/","https://scholar.google.com/scholar?cites=6001355247588639129&as_sdt=2005&sciodt=0,5&hl=en",523,"2020-02-26 15:05:22","","","","",,,,,16,4.00,4,4,4,"… Technology Promotion (IITP) grant funded by the Korea government (MSIP) (B0101-15- 1282-00010002, Suspicious pedestrian tracking using … REFERENCES [1] DT Lin and MJ Liu, “Face occlusion detection for automated teller machine surveillance,” in Advances in Image and …"
16,"M Soilán, B Riveiro, A Sánchez-Rodríguez…","Safety assessment on pedestrian crossing environments using MLS data",2018,"Accident Analysis & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001457517304475","https://scholar.google.com/scholar?cites=397500959609952230&as_sdt=2005&sciodt=0,5&hl=en",594,"2020-02-26 15:05:22","","","","",,,,,16,8.00,4,4,2,"… Normally, urban areas intended for circulation of vehicles and pedestrians are separated by curbs, small steps forming an edge between the road and the sidewalk. An accessible pedestrian route cannot include curbs, therefore the presence or absence of this obstacle has to …"
16,"Z Ma, AB Chan","Counting people crossing a line using integer programming and local features",2015,"IEEE Transactions on Circuits and Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7295569/","https://scholar.google.com/scholar?cites=13060753083913066389&as_sdt=2005&sciodt=0,5&hl=en",624,"2020-02-26 15:05:22","","","","",,,,,16,3.20,8,2,5,"… as people detection, which can be error prone on large crowds with severe occlusion, these counting … area is a prototypical feature that can indicate the total number of pedestrians in the … a near linear relationship between the segment area and the number of pedestrian, as long …"
16,"R Cheng, K Wang, K Yang, N Long, J Bai…","Real-time pedestrian crossing lights detection algorithm for the visually impaired",2018,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-017-5472-5","https://scholar.google.com/scholar?cites=15735503235053599148&as_sdt=2005&sciodt=0,5&hl=en",630,"2020-02-26 15:05:22","","","","",,,,,16,8.00,3,6,2,"… For the purpose of training and testing, the pedestrian crossing lights dataset is established in this paper. The dataset is based on two sources for the generalization of algorithm … 3c). Additionally, PCL are occluded occasionally by vehicles and pedestrians (see Fig … d Occlusion …"
15,"C Zhou, J Yuan","Learning to integrate occlusion-specific detectors for heavily occluded pedestrian detection",2016,"Asian Conference on Computer Vision","Springer","https://link.springer.com/chapter/10.1007/978-3-319-54184-6_19","https://scholar.google.com/scholar?cites=12878264063670301257&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-02-26 15:05:22","","","","",,,,,15,3.75,8,2,4,"It is a challenging problem to detect partially occluded pedestrians due to the diversity of occlusion patterns. Although training occlusion-specific detectors can help handle various partial occlusions, it is a non-trivial problem to integrate these detectors properly. A direct …"
15,"H Chandel, S Vatta","Occlusion detection and handling: a review",2015,"International Journal of Computer Applications","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.695.7078&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=14473574154376453000&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-02-26 15:05:22","PDF","","","",,,,,15,3.00,8,2,5,"… they generate the occlusion map that contains the regions occluded by both pedestrians and static … expert weights that are related to the degree of visibility for handling partial occlusion. The main objective of the reported study is pedestrian classification using images as input …"
15,"R Streubel, B Yang","Fusion of stereo camera and MIMO-FMCW radar for pedestrian tracking in indoor environments",2016,"2016 19th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7527938/","https://scholar.google.com/scholar?cites=749552361976103483&as_sdt=2005&sciodt=0,5&hl=en",84,"2020-02-26 15:05:22","","","","",,,,,15,3.75,8,2,4,"… challenges. The occlusion of a pedestrian by various items and installations in a room or by other pedestrians in a crowded situation is one such challenge. This makes both camera and radar detection and tracking difficult …"
15,"A Verma, R Hebbalaguppe, L Vig…","Pedestrian detection via mixture of CNN experts and thresholded aggregated channel features",2015,"Proceedings of the …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_iccv_2015_workshops/w12/html/Verma_Pedestrian_Detection_via_ICCV_2015_paper.html","https://scholar.google.com/scholar?cites=11653965355080994909&as_sdt=2005&sciodt=0,5&hl=en",135,"2020-02-26 15:05:22","","","","",,,,,15,3.00,4,4,5,"… ACF detector [6]. These features are then applied to a SVM classifier to detect pedestrians … learn- ing technique that jointly learns the four key components in pedestrian detection simultaneously: feature extraction, de- formation handling, occlusion handling and …"
15,"P Hurney, P Waldron, F Morgan, E Jones…","Review of pedestrian detection techniques in automotive far-infrared video",2015,"IET intelligent transport …","IET","https://digital-library.theiet.org/content/journals/10.1049/iet-its.2014.0236","https://scholar.google.com/scholar?cites=10959770595862564909&as_sdt=2005&sciodt=0,5&hl=en",191,"2020-02-26 15:05:22","","","","",,,,,15,3.00,3,5,5,"… difficult. Partial occlusion can be caused by factors such as a pedestrian standing behind a car, or groups of pedestrians overlapping each other causing the classifier to wrongly designate the ROI as a non-pedestrian object. This …"
15,"W Liu, S Liao, W Ren, W Hu…","High-level semantic feature detection: A new perspective for pedestrian detection",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Liu_High-Level_Semantic_Feature_Detection_A_New_Perspective_for_Pedestrian_Detection_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=17881481840442344449&as_sdt=2005&sciodt=0,5&hl=en",250,"2020-02-26 15:05:22","","","","",,,,,15,15.00,3,5,1,"… CityPersons is a more challenging large-scale pedestrian detection dataset with various occlusion levels … via central body line annotation and normalized aspect ratio, this annotation procedure is helpful to ensure the boxes align well with the centers of pedestrians …"
15,"C Toca, M Ciuc, C Patrascu","Normalized Autobinomial Markov Channels For Pedestrian Detection.",2015,"BMVC","bmva.org","http://www.bmva.org/bmvc/2015/papers/paper175/paper175.pdf","https://scholar.google.com/scholar?cites=4930003037654360551&as_sdt=2005&sciodt=0,5&hl=en",277,"2020-02-26 15:05:22","PDF","","","",,,,,15,3.00,5,3,5,"… However, it benefits from high quality annotations of pedestrians in diverse settings and scenarios. NAMC Color Channels 3 GM 1 GH 6 Smooth LD ×4 Log-Avg. MR [4·10−3 −10−1] FP … A discriminative deep model for pedestrian de- tection with occlusion handling …"
15,"W Liu, Z Weng, Z Chong, X Shen…","Autonomous vehicle planning system design under perception limitation in pedestrian environment",2015,"2015 IEEE 7th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7274566/","https://scholar.google.com/scholar?cites=724137707611831921&as_sdt=2005&sciodt=0,5&hl=en",308,"2020-02-26 15:05:22","","","","",,,,,15,3.00,3,5,5,"… Research Foundation. (a) (b) (c) Fig. 1. Populated Pedestrian Environment: (a) The vehicle is surrounded by the crowded pedestrians. (bc) The pedestrian can be easily mis-detected due to the sensing occlusion. has to face …"
15,"RM Mueid, C Ahmed, MAR Ahad","Pedestrian activity classification using patterns of motion and histogram of oriented gradient",2016,"Journal on Multimodal User Interfaces","Springer","https://link.springer.com/article/10.1007/s12193-015-0178-3","https://scholar.google.com/scholar?cites=1634334480223658369&as_sdt=2005&sciodt=0,5&hl=en",500,"2020-02-26 15:05:22","","","","",,,,,15,3.75,5,3,4,"… In a road crossing scenario, the car remains static at a traffic signal while pedestrians cross roads … The 91 % recognition rate that is obtained from MHS method for pedestrian activity classification is quite satisfactory which demonstrates … Occlusion is considered a limitation of MHI …"
15,"B Moeller, H Zoppke, C Frings","What a car does to your perception: Distance evaluations differ from within and outside of a car",2016,"Psychonomic bulletin & review","Springer","https://link.springer.com/article/10.3758/s13423-015-0954-9","https://scholar.google.com/scholar?cites=8967529878123394454&as_sdt=2005&sciodt=0,5&hl=en",703,"2020-02-26 15:05:22","HTML","","","",,,,,15,3.75,5,3,4,"… pedestrians with occlusion: t(29) = 3.98, p < .001, d = 1.43; pedestrian conditions: t(28) = 1.17, p = .251, d = 0.43. For additional pairwise comparisons on the five levels of drivers' and pedestrians' distance evaluations, we collapsed over the two pedestrian conditions …"
15,"SI Jung, KS Hong","Deep network aided by guiding network for pedestrian detection",2017,"Pattern Recognition Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167865517300545","https://scholar.google.com/scholar?cites=7112407337019707799&as_sdt=2005&sciodt=0,5&hl=en",809,"2020-02-26 15:05:22","","","","",,,,,15,5.00,8,2,3,"… DeepParts [26] addressed the occlusion problem by using an ensemble of DCNNs, but the computational … In this section, we describe our pedestrian detection method … proposal-and- classification approach to reduce the computational burden of detecting pedestrians on multiple …"
15,"S Zhang, R Benenson, B Schiele","Filtered feature channels for pedestrian detection",2015,"Proceedings of the IEEE …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_cvpr_2015/html/Zhang_Filtered_Feature_Channels_2015_CVPR_paper.html","https://scholar.google.com/scholar?cites=8100681863630555136&as_sdt=2005&sciodt=0,5&hl=en",912,"2020-02-26 15:05:22","","","","",,,,,15,3.00,5,3,5,"… Colour) Although the appearance of pedestrians is diverse, the background and skin areas do exhibit a colour bias. Colour has shown to be an effective feature for pedestrian detection and hence multiple colour spaces have been explored (both hand-crafted and learned) [8, 18 …"
14,"X Zhang, HM Hu, F Jiang, B Li","Pedestrian detection based on hierarchical co-occurrence model for occlusion handling",2015,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231215006980","https://scholar.google.com/scholar?cites=5490463271278426859&as_sdt=2005&sciodt=0,5&hl=en",10,"2020-02-26 15:05:22","","","","",,,,,14,2.80,4,4,5,"In pedestrian detection, occlusions are typically treated as an unstructured source of noise and explicit models have lagged behind those for object appearance, which will result in degradation of detection performance. In this paper, a hierarchical co-occurrence model is …"
14,"B Huang, J Chen, Y Wang, C Liang, Z Wang…","Sparsity-based occlusion handling method for person re-identification",2015,"… on Multimedia Modeling","Springer","https://link.springer.com/chapter/10.1007/978-3-319-14442-9_6","https://scholar.google.com/scholar?cites=11475187514432555936&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-02-26 15:05:22","","","","",,,,,14,2.80,2,6,5,"… 1) these two datasets are public available and the most widely used datasets for person re-identification; 2) most of images in both datasets have occlusion problems … Most of the pedestrian pairs contain a viewpoint change larger than 90 degrees … 1 contains 83 pedestrians …"
14,"T Song, L Sun, D Xie, H Sun, S Pu","Small-scale pedestrian detection based on somatic topology localization and temporal feature aggregation",2018,"arXiv preprint arXiv:1807.01438","arxiv.org","https://arxiv.org/abs/1807.01438","https://scholar.google.com/scholar?cites=9539819914987390937&as_sdt=2005&sciodt=0,5&hl=en",76,"2020-02-26 15:05:22","","","","",,,,,14,7.00,3,5,2,"… vertex pairs. Whereas, in crowd scenes, pedestrians often gather together and occlude each other. This … confused detection results. Thus, the crowd occlusion severely increases the difficulty in pedestrian localization. In order to …"
14,"R Soundrapandiyan, PC Mouli","Adaptive pedestrian detection in infrared images using background subtraction and local thresholding",2015,"Procedia Computer Science","cyberleninka.org","https://cyberleninka.org/article/n/1326463.pdf","https://scholar.google.com/scholar?cites=15754571026953647047&as_sdt=2005&sciodt=0,5&hl=en",266,"2020-02-26 15:05:22","PDF","","","",,,,,14,2.80,7,2,5,"… In addition, the occlusion of objects make the detection more challenging. The objects considered in this paper are pedestrians. A simple and efficient single image handling pedestrian detection method is proposed in this paper …"
14,"DF Glas, D Brščič, T Miyashita…","SNAPCAT-3D: Calibrating networks of 3D range sensors for pedestrian tracking",2015,"2015 IEEE international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7139257/","https://scholar.google.com/scholar?cites=911927199588398608&as_sdt=2005&sciodt=0,5&hl=en",273,"2020-02-26 15:05:22","","","","",,,,,14,2.80,4,4,5,"… used for pedestrian tracking, providing greater accuracy and coverage at the cost of being more expensive and susceptible to occlusion. In this work, we present two novel techniques for calibrating the positions of 3D range sensors based on shared observations of pedestrians …"
14,"A Solin, S Cortes, E Rahtu…","PIVO: Probabilistic inertial-visual odometry for occlusion-robust navigation",2018,"2018 IEEE Winter …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8354177/","https://scholar.google.com/scholar?cites=864260770206102553&as_sdt=2005&sciodt=0,5&hl=en",275,"2020-02-26 15:05:22","","","","",,,,,14,7.00,4,4,2,"… Exam- ples include robot navigation, pedestrian navigation and wayfinding, augmented reality, games, safety and rescue (eg for firefighters) … can provide good precision in visually distinguishable environ- ments whereas inertial navigation is robust to occlusion and able to …"
14,"L Fu, J Zhang, K Huang","Beyond tree structure models: A new occlusion aware graphical model for human pose estimation",2015,"… of the IEEE International Conference on …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fu_Beyond_Tree_Structure_ICCV_2015_paper.html","https://scholar.google.com/scholar?cites=10954130585282259649&as_sdt=2005&sciodt=0,5&hl=en",321,"2020-02-26 15:05:22","","","","",,,,,14,2.80,5,3,5,"… manner. Yang et al. [55] model self-occlusion of pedestrian in a joint shape and appearance tracking framework. Radwan et al. [31] treat self-occlusion reasoning as post process with Twin-GP regression for 2D pose rectification …"
14,"S Din, A Paul, A Ahmad, BB Gupta, S Rho","Service orchestration of optimizing continuous features in industrial surveillance using big data based fog-enabled internet of things",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8278202/","https://scholar.google.com/scholar?cites=6834308829412471726&as_sdt=2005&sciodt=0,5&hl=en",346,"2020-02-26 15:05:22","","","","",,,,,14,7.00,3,5,2,"… level classifications. Occlusion feature extraction supports identification of regions involving pedestrian detection. Classifiers, such as support vector machine and random forests are also used to classify pedestrians. All these …"
14,"H Hattori, N Lee, VN Boddeti, F Beainy…","Synthesizing a scene-specific pedestrian detector and pose estimator for static video surveillance",2018,"International Journal of …","Springer","https://link.springer.com/article/10.1007/s11263-018-1077-3","https://scholar.google.com/scholar?cites=1740769399422179099&as_sdt=2005&sciodt=0,5&hl=en",372,"2020-02-26 15:05:22","","","","",,,,,14,7.00,3,5,2,"… We compare our proposed model to all baselines using the standard \(50\%\) overlap metric used for pedestrian detection (Dollar et al … Failure cases also show that our model is not able to detect pedestrians occluded by other pedestrians since this type of occlusion was not …"
14,"PM Foreman, CJ Griessenauer, M Chua…","Corrective spinal surgery may be protective against stroke in patients with blunt traumatic vertebral artery occlusion",2015,"… of Neurosurgery: Spine","thejns.org","https://thejns.org/spine/view/journals/j-neurosurg-spine/23/5/article-p665.xml","https://scholar.google.com/scholar?cites=10974511083238513694&as_sdt=2005&sciodt=0,5&hl=en",515,"2020-02-26 15:05:22","","","","",,,,,14,2.80,4,4,5,"… Characteristic Value* Sex Male Female 38 (73.1) 14 (26.9) Mean age in yrs (± SD) 51.1 ± 19.9 VAI Unilateral occlusion Bilateral injury … 90.4) 2 (3.8) 3 (5.8) CSI = cervical spine injury; GOS = Glasgow Outcome Scale; MVC = motor vehicle collision; PCA = pedestrian-car accident …"
14,"TM Hörer, D Hebron, F Swaid, A Korin, O Galili…","Aorta balloon occlusion in trauma: three cases demonstrating multidisciplinary approach already on patient's arrival to the emergency room",2016,"Cardiovascular and …","Springer","https://link.springer.com/article/10.1007/s00270-015-1212-2","https://scholar.google.com/scholar?cites=13129988612964181367&as_sdt=2005&sciodt=0,5&hl=en",547,"2020-02-26 15:05:22","","","","",,,,,14,3.50,2,6,4,"… treated with ABO without bleeding-related mortality [9]. The method is referred to in the modern literature as resuscitative endovascular balloon occlusion of the … A 74-year-old patient was brought to our trauma bay after being injured as a pedestrian by a car while trying to walk …"
14,"M Bilal","Algorithmic optimisation of histogram intersection kernel support vector machine-based pedestrian detection using low complexity features",2017,"IET Computer Vision","IET","https://digital-library.theiet.org/content/journals/10.1049/iet-cvi.2016.0403","https://scholar.google.com/scholar?cites=4939680834504692636&as_sdt=2005&sciodt=0,5&hl=en",723,"2020-02-26 15:05:22","","","","",,,,,14,4.67,14,1,3,"… that with prevalence of high definition video cameras, detection of larger pedestrians (>80 pixels … the absence of strong discriminating edges due to carried baggage, occlusion or loose … 5 Conclusion This paper has described a pedestrian detection framework which employs low …"
14,"GS Hong, BG Kim, YS Hwang, KK Kwon","Fast multi-feature pedestrian detection algorithm based on histogram of oriented gradient using discrete wavelet transform",2016,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-015-2455-2","https://scholar.google.com/scholar?cites=9892116929796889348&as_sdt=2005&sciodt=0,5&hl=en",895,"2020-02-26 15:05:22","","","","",,,,,14,3.50,4,4,4,"… Sabzmeydani P, Mori G (2007) Detecting pedestrians by learning shapelet features … Walk S, Majer N, Schindler K, Schiele B (2010) New features and insights for pedestrian detection … Wang X, Han T, Yan S (2009) An HOG-LBP human detector with partial occlusion handling …"
14,"AK Chandran, LA Poh…","Identifying social groups in pedestrian crowd videos",2015,"2015 Eighth International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7050677/","https://scholar.google.com/scholar?cites=3281552834087898811&as_sdt=2005&sciodt=0,5&hl=en",903,"2020-02-26 15:05:22","","","","",,,,,14,2.80,5,3,5,"… 1. Due to high occlusion … V. CONCLUSION A novel non-recursive pedestrian clustering algorithm has been proposed … The motion similarity based clustering algorithm clusters pedestrians in a single iteration per video frame and does not adopt a recursive approach like the …"
