Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
4,"A Chakraborty, B Mandal, J Yuan","Person reidentification using multiple egocentric views",2016,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7583680/","https://scholar.google.com/scholar?cites=14826560577697742339&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-02-27 18:47:29","","","","",,,,,4,1.00,1,3,4,"Development of a robust and scalable multicamera surveillance system is the need of the hour to ensure public safety and security. Being able to reidentify and track one or more targets over multiple nonoverlapping camera field of views in a crowded environment …"
4,"J Miao, Y Wu, P Liu, Y Ding…","Pose-guided feature alignment for occluded person re-identification",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Miao_Pose-Guided_Feature_Alignment_for_Occluded_Person_Re-Identification_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=1885857454524965682&as_sdt=2005&sciodt=0,5&hl=en",60,"2020-02-27 18:47:29","","","","",,,,,4,4.00,1,5,1,"Persons are often occluded by various obstacles in person retrieval scenarios. Previous person re-identification (re-id) methods, either overlook this issue or resolve it based on an extreme assumption. To alleviate the occlusion problem, we propose to detect the occluded …"
3,"M Jiang, Y Yuan, Q Wang","Asymmetric cross-view dictionary learning for person re-identification",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7952352/","https://scholar.google.com/scholar?cites=2846690889188226807&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-02-27 18:47:29","","","","",,,,,3,1.00,1,3,3,"Person re-identification is a critical yet challenging task in video surveillance which intends to match people over non-overlapping cameras. Most metric learning algorithms for person re-identification use symmetric matrix to project feature vectors into the same subspace to …"
3,"X Lan, H Wang, S Gong, X Zhu","Identity alignment by noisy pixel removal",2017,"arXiv preprint arXiv:1707.02785","researchgate.net","https://www.researchgate.net/profile/Xu_Lan2/publication/318336990_Deep_Reinforcement_Learning_Attention_Selection_for_Person_Re-Identification/links/5a1973080f7e9be37f9789dd/Deep-Reinforcement-Learning-Attention-Selection-for-Person-Re-Identification.pdf","https://scholar.google.com/scholar?cites=11892104577865219498&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-02-27 18:47:29","PDF","","","",,,,,3,1.00,1,4,3,"Identity alignment models assume precisely annotated images manually. Human labelling is unrealistic on large sized imagery data. Detection models introduce varying amount of noise and hamper identity alignment performance. In this work, we propose to refine images by …"
3,"AG Hauptmann, Y Yang, L Zheng","Person re-identification: Past, present and future",2016,"","opus.lib.uts.edu.au","https://opus.lib.uts.edu.au/handle/10453/118051","https://scholar.google.com/scholar?cites=10311887356154304182&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-02-27 18:47:29","","","","",,,,,3,0.75,1,3,4,"Person re-identification (re-ID) has become increasingly popular in the community due to its application and research significance. It aims at spotting a person of interest in other cameras. In the early days, hand-crafted algorithms and small-scale evaluation were …"
3,"S Bąk, P Carr","Deep deformable patch metric learning for person re-identification",2017,"IEEE Transactions on Circuits and Systems for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8076890/","https://scholar.google.com/scholar?cites=18367658411853905437&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-02-27 18:47:29","","","","",,,,,3,1.00,2,2,3,"The methodology for finding the same individual in a network of cameras must deal with significant changes in appearance caused by variations in illumination, viewing angle, and a person's pose. Re-identification requires solving two fundamental problems: 1) determining …"
3,"S Yoon, F Khan, F Bremond","Efficient Video Summarization Using Principal Person Appearance for Video-Based Person Re-Identification",2017,"","hal.inria.fr","https://hal.inria.fr/hal-01593238/","https://scholar.google.com/scholar?cites=14639534970053363021&as_sdt=2005&sciodt=0,5&hl=en",55,"2020-02-27 18:47:29","","","","",,,,,3,1.00,1,3,3,"In video-based person re-identification, while most work has focused on problems of person signature representation and matching between different cameras, intra-sample variance is also a critical issue to be addressed. There are various factors that cause the intra-sample …"
3,"T Ni, X Gu, H Wang, Z Zhang…","Discriminative deep transfer metric learning for cross-scenario person re-identification",2018,"Journal of Electronic …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/journals/Journal-of-Electronic-Imaging/volume-27/issue-4/043026/Discriminative-deep-transfer-metric-learning-for-cross-scenario-person-re/10.1117/1.JEI.27.4.043026.short","https://scholar.google.com/scholar?cites=15891963741570360477&as_sdt=2005&sciodt=0,5&hl=en",56,"2020-02-27 18:47:29","","","","",,,,,3,1.50,1,5,2,"A discriminative deep transfer metric learning method called DDTML is proposed for cross-scenario person re-identification (Re-ID). To develop the Re-ID model in a new scenario, a large number of pairwise cross-camera-view person images are deemed necessary …"
2,"W Yang, Y Yan, S Chen","Adaptive deep metric embeddings for person re-identification under occlusions",2019,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231219302656","https://scholar.google.com/scholar?cites=5761544057372631751&as_sdt=2005&sciodt=0,5&hl=en",57,"2020-02-27 18:47:29","","","","",,,,,2,2.00,1,3,1,"Person re-identification (ReID) under occlusions is a challenging problem in video surveillance. Most of existing person ReID methods take advantage of local features to deal with occlusions. However, these methods usually independently extract features from the …"
2,"B Xu, G Qiu","Unsupervised person re-identification via graph-structured image matching",2016,"Asian Conference on Computer Vision","Springer","https://link.springer.com/chapter/10.1007/978-3-319-54526-4_23","https://scholar.google.com/scholar?cites=13564037499837640588&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-02-27 18:47:29","","","","",,,,,2,0.50,1,2,4,"This paper presents a novel unsupervised framework to solve both person re-identification and partial person re-identification problems. For each pedestrian image, we first use an established image segmentation method to generate superpixels to construct an Attributed …"
2,"J Kim, CD Yoo","Deep partial person re-identification via attention model",2017,"2017 IEEE International Conference on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8296918/","https://scholar.google.com/scholar?cites=13977508740644315063&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-02-27 18:47:29","","","","",,,,,2,0.67,1,2,3,"This paper considers a novel algorithm referred to as deep partial person re-identification (DPPR) for partial person re-identification where only a part of a person is observed and full body images are available for identification. The DPPR is based on an end-to-end deep …"
2,"郑伟诗, 吴岸聪","非对称行人重识别: 跨摄像机持续行人追踪",2018,"中国科学: 信息科学","scis.scichina.com","http://scis.scichina.com/cn/2018/N112018-00017.pdf","https://scholar.google.com/scholar?cites=17570148366927168947&as_sdt=2005&sciodt=0,5&hl=en",61,"2020-02-27 18:47:29","PDF","","","",,,,,2,1.00,1,2,2,"摘要行人重识别是实现跨摄像机场景大范围追踪行人的关键技术, 利用该技术可以把行人的碎片化多场景轨迹连接起来. 本文首先回顾了行人重识别的发展, 列举了目前行人重识别研究的主要难点和挑战. 然后进一步介绍了作者所在研究团队针对行人重识别发展的非对称度量学习理论 …"
2,"S Iodice, K Mikolajczyk","Partial Person Re-identification with Alignment and Hallucination",2018,"Asian Conference on Computer Vision","Springer","https://link.springer.com/chapter/10.1007/978-3-030-20876-9_7","https://scholar.google.com/scholar?cites=8351800791701630626&as_sdt=2005&sciodt=0,5&hl=en",62,"2020-02-27 18:47:29","","","","",,,,,2,1.00,1,2,2,"Partial person re-identification involves matching pedestrian views where only a part of a body is visible in corresponding images. This reflects practical CCTV surveillance scenario, where full person views are often unavailable. Missing body parts make the comparison very …"
1,"S Lee, Y Hong, M Jeon","Occlusion detector using convolutional neural network for person re-identification",2017,"2017 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8217564/","https://scholar.google.com/scholar?cites=7299686443692837276&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-02-27 18:47:29","","","","",,,,,1,0.33,0,3,3,"Technique of comparing pedestrian images observed by different cameras to determine whether they are the same person is important in the surveillance system. This technique is called Person re-identification. Most of Person reidentification is underway assuming that …"
1,"J Zhuo, J Lai, P Chen","A Novel Teacher-Student Learning Framework For Occluded Person Re-Identification",2019,"arXiv preprint arXiv:1907.03253","arxiv.org","https://arxiv.org/abs/1907.03253","https://scholar.google.com/scholar?cites=4190320569109914606&as_sdt=2005&sciodt=0,5&hl=en",64,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,3,1,"Person re-identification (re-id) has made great progress in recent years, but occlusion is still a challenging problem which significantly degenerates the identification performance. In this paper, we design a teacher-student learning framework to learn an occlusion-robust model …"
1,"A Wu, WS Zheng, JH Lai","Unsupervised Person Re-Identification by Camera-Aware Similarity Consistency Learning",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Wu_Unsupervised_Person_Re-Identification_by_Camera-Aware_Similarity_Consistency_Learning_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=4149499924559174562&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,3,1,"For matching pedestrians across disjoint camera views in surveillance, person re-identification (Re-ID) has made great progress in supervised learning. However, it is infeasible to label data in a number of new scenes when extending a Re-ID system. Thus …"
1,"X Jin, C Lan, W Zeng, G Wei, Z Chen","Semantics-aligned representation learning for person re-identification",2019,"arXiv preprint arXiv:1905.13143","arxiv.org","https://arxiv.org/abs/1905.13143","https://scholar.google.com/scholar?cites=12776806629487310893&as_sdt=2005&sciodt=0,5&hl=en",66,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,5,1,"Person re-identification (reID) aims to match person images to retrieve the ones with the same identity. This is a challenging task, as the images to be matched are generally semantically misaligned due to the diversity of human poses and capture viewpoints …"
1,"M Ren, L He, H Li, Y Liu, Z Sun, T Tan","Robust partial person re-identification based on similarity-guided sparse representation",2017,"Chinese Conference on Biometric …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-69923-3_70","https://scholar.google.com/scholar?cites=8980609720053886584&as_sdt=2005&sciodt=0,5&hl=en",67,"2020-02-27 18:47:29","","","","",,,,,1,0.33,0,6,3,"In this paper, we study the problem of partial person re-identification (re-id). This problem is more difficult than general person re-identification because the body in probe image is not full. We propose a novel method, similarity-guided sparse representation (SG-SR), as a …"
1,"SS GONG","Harmonious Attention Network for Person Re-Identification",2018,"","qmro.qmul.ac.uk","https://qmro.qmul.ac.uk/xmlui/bitstream/handle/123456789/54098/Gong%20Harmonious%20Attention%20Network%202019%20Accepted.pdf?sequence=2","https://scholar.google.com/scholar?cites=14588548312291926711&as_sdt=2005&sciodt=0,5&hl=en",68,"2020-02-27 18:47:29","PDF","","","",,,,,1,0.50,1,1,2,"Existing person re-identification (re-id) methods either assume the availability of well-aligned person bounding box images as model input or rely on constrained attention selection mechanisms to calibrate misaligned images. They are therefore sub-optimal for re …"
1,"Z Wang, Z Wang, Y Wu, J Wang, S Satoh","Beyond intra-modality discrepancy: A comprehensive survey of heterogeneous person re-identification",2019,"arXiv preprint arXiv:1905.10048","arxiv.org","https://arxiv.org/abs/1905.10048","https://scholar.google.com/scholar?cites=1168536779669651597&as_sdt=2005&sciodt=0,5&hl=en",69,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,5,1,"An effective and efficient person re-identification (ReID) algorithm will alleviate painful video watching, and accelerate the investigation progress. Recently, with the explosive requirements of practical applications, a lot of research efforts have been dedicated to …"
1,"Z Yin, WS Zheng, A Wu, HX Yu, H Wang, J Lai","Learning a semantically discriminative joint space for attribute based person re-identification",2017,"CoRR, abs/1712.01493","","","https://scholar.google.com/scholar?cites=6897916749125921527&as_sdt=2005&sciodt=0,5&hl=en",70,"2020-02-27 18:47:29","CITATION","","","",,,,,1,0.33,0,6,3,""
1,"D Avola, M Cascio, L Cinque, A Fagioli…","Master and Rookie Networks for Person Re-identification",2019,"… on Computer Analysis …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-29891-3_41","https://scholar.google.com/scholar?cites=13740478123548154487&as_sdt=2005&sciodt=0,5&hl=en",71,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,5,1,"Recognizing different visual signatures of people across non-overlapping cameras is still an open problem of great interest for the computer vision community, especially due to its importance in automatic video surveillance on large-scale environments. A main aspect of …"
1,"L He, Y Wang, W Liu, H Zhao…","Foreground-aware Pyramid Reconstruction for Alignment-free Occluded Person Re-identification",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/He_Foreground-Aware_Pyramid_Reconstruction_for_Alignment-Free_Occluded_Person_Re-Identification_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=5058191874470142033&as_sdt=2005&sciodt=0,5&hl=en",72,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,5,1,"Re-identifying a person across multiple disjoint camera views is important for intelligent video surveillance, smart retailing and many other applications. However, existing person re-identification methods are challenged by the ubiquitous occlusion over persons and suffer …"
1,"G Wang, G Wang, X Zhang, J Lai, L Lin","Weakly Supervised Person Re-identification: Cost-effective Learning with A New Benchmark",2019,"arXiv preprint arXiv:1904.03845","arxiv.org","https://arxiv.org/abs/1904.03845","https://scholar.google.com/scholar?cites=945842658431834846&as_sdt=2005&sciodt=0,5&hl=en",73,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,5,1,"Person re-identification (ReID) benefits greatly from the accurate annotations of existing datasets (eg, CUHK03\cite {li2014deepreid} and Market-1501\cite {zheng2015scalable}), which are quite expensive because each image in these datasets has to be assigned with a …"
1,"宋婉茹, 赵晴晴, 陈昌红, 干宗良, 刘峰","行人重识别研究综述",2017,"智能系统学报","html.rhhz.net","http://html.rhhz.net/tis/html/201706084.htm","https://scholar.google.com/scholar?cites=14062282672763239555&as_sdt=2005&sciodt=0,5&hl=en",74,"2020-02-27 18:47:29","HTML","","","",,,,,1,0.33,0,5,3,"行人重识别是智能视频分析领域的研究热点, 得到了学术界的广泛重视. 行人重识别旨在非重叠视角域多摄像头网络下进行的行人匹配, 即确认不同位置的摄像头在不同的时刻拍摄到的行人目标是否为同一人. 本文根据研究对象的不同, 将目前的研究分为基于图像的行人重识别和基于 …"
1,"X Xu, Y Chen","Video-based person re-identification based on regularised hull distance learning",2018,"IET Computer Vision","IET","https://digital-library.theiet.org/content/journals/10.1049/iet-cvi.2018.5130","https://scholar.google.com/scholar?cites=9092954228652902034&as_sdt=2005&sciodt=0,5&hl=en",97,"2020-02-27 18:47:29","","","","",,,,,1,0.50,1,2,2,"Existing person re-identification (re-id) models mainly focus on still-image-based module, namely matching person images across non-overlapping camera views. Since video sequence contains much more information than still images and can be easily achieved by …"
1,"M Ye, J Shen, G Lin, T Xiang, L Shao…","Deep Learning for Person Re-identification: A Survey and Outlook",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2001.04193","https://scholar.google.com/scholar?cites=4078360914912103253&as_sdt=2005&sciodt=0,5&hl=en",101,"2020-02-27 18:47:29","","","","",,,,,1,1.00,0,6,1,"Person re-identification (Re-ID) aims at retrieving a person of interest across multiple non-overlapping cameras. With the advancement of deep neural networks and increasing demand of intelligent video surveillance, it has gained significantly increased interest in the …"
0,"A Li, D Wu, DS Huang, L Zhang","Convolutional Capsule-Based Network for Person Re-identification",2019,"International Conference on Intelligent …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-26763-6_29","",75,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,4,1,"Person re-identification is yet a critical challenging task in video surveillance domain. It aims to match the same person across different cameras. Practically, pedestrian's appearances may vary greatly due to the complex background. Most deep learning methods rely on …"
0,"J Zhuo, J Lai","Double-Line Multi-scale Fusion Pedestrian Saliency Detection",2018,"Chinese Conference on Pattern Recognition and …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-03398-9_13","",76,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,2,2,"Pedestrian salient detection aims at identifying person body parts in occluded person images, which is greatly significant in occluded person re-identification. To achieve pedestrian salient detection, we propose a double-line multi-scale fusion (DMF) network …"
0,"T Xiao","Scalable Human Identification with Deep Learning",2017,"","search.proquest.com","http://search.proquest.com/openview/03469bfcff5fbcf25791c9982ee65dbe/1?pq-origsite=gscholar&cbl=2026366&diss=y","",77,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,1,3,"Human identification, which aims at finding a target person of interest from a gallery of digital photos, is one of the fundamental problems in computer vision. It is a key component in many real-world applications including smart phone apps, self-driving cars, home security …"
0,"H Kataoka, S Shirakabe, Y He, S Ueta, T Suzuki…","cvpaper. challenge in 2016: Futuristic Computer Vision through 1,600 Papers Survey",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1707.06436","",78,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,6,3,"The paper gives futuristic challenges disscussed in the cvpaper. challenge. In 2015 and 2016, we thoroughly study 1,600+ papers in several conferences/journals such as CVPR/ICCV/ECCV/NIPS/PAMI/IJCV. Subjects: Computer Vision and Pattern Recognition …"
0,"Z Jiao, L Zhang, CA Yuan, X Qin, L Shang","Plant Leaf Recognition Based on Conditional Generative Adversarial Nets",2019,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-26763-6_30","",79,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,5,1,"Plants play an important role in human life, Identifying and protecting plants has far-reaching implications for the sustainable development of the ecological environment. Plant leaves can often reflect important characteristics of plants, so it is scientific and feasible to effectively …"
0,"S Xu, S Hu","Video-Based Person Re-identification by Region Quality Estimation and Attributes",2018,"International Conference on Cognitive Systems and …","Springer","https://link.springer.com/chapter/10.1007/978-981-13-7983-3_6","",80,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,2,2,"Person re-identification (re-ID) has become a significant area in automated video surveillance. The main challenge of this task lies in changes of pedestrians' appearance across different cameras due to occlusions and illumination variations. Video-based person …"
0,"K Zhang, Y Xu, L Sun, S Qiu, Q Li","Person Re-id by Incorporating PCA Loss in CNN",2018,"International Conference on Multimedia …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-73600-6_18","",81,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,5,2,"This paper proposes an algorithm, particularly a loss function and its end to end learning manner, for person re-identification task. The main idea is to take full advantage of the labels in a batch during training, and to employ PCA to extract discriminative features. Deriving …"
0,"W Shen, Y Wu, J Yuan, L Duan…","Robust Distracter-Resistive Tracker via Learning a Multi-Component Discriminative Dictionary",2018,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8424191/","",82,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,5,2,"Discriminative dictionary learning (DDL) provides an appealing paradigm for appearance modeling in visual tracking. However, most existing DDL-based trackers cannot handle drastic appearance changes, especially for scenarios with background cluster and/or similar …"
0,"W SONG, Q ZHAO, C CHEN, Z GAN, F LIU","Survey on pedestrian re-identification research",,"tis.hrbeu.edu.cn","","http://tis.hrbeu.edu.cn/en/oa/darticle.aspx?type=view&id=201706084","",83,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,5,,"The intelligent video analysis method based on pedestrian re-identification has become a research focus in the field of computer vision, and it has received extensive attention from the academic community. Pedestrian re-identification aims to verify pedestrian identity in …"
0,"P Zhang, J Lai, Q Zhang, X Xie","MGD: Mask Guided De-occlusion Framework for Occluded Person Re-identification",2019,"… Conference on Intelligent Science and Big …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-36189-1_34","",84,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,4,1,"Person re-identification (ReID) is a challenging task in computer vision area due to the dramatic changes across different non-overlapping camera views, eg, lighting, view angle, and pose, among which occlusion is one of the hardest challenges. Recently, occluded …"
0,"P Re-Identification","A Systematic Evaluation and Benchmark for Person Re-Identification: Features, Metrics, and Datasets",,"ecse.rpi.edu","","https://ecse.rpi.edu/~rjradke/papers/karanam-pami18.pdf","",85,"2020-02-27 18:47:29","PDF","","","",,,,,0,0.00,0,1,,"Person re-identification (re-id) is a critical problem in video analytics applications such as security and surveillance. The public release of several datasets and code for vision algorithms has facilitated rapid progress in this area over the last few years. However …"
0,"W Li, X Zhu, S Gong","Scalable Person Re-Identification by Harmonious Attention",2019,"International Journal of Computer Vision","Springer","https://link.springer.com/article/10.1007/s11263-019-01274-1","",86,"2020-02-27 18:47:29","HTML","","","",,,,,0,0.00,0,3,1,"Existing person re-identification (re-id) deep learning methods rely heavily on the utilisation of large and computationally expensive convolutional neural networks. They are therefore not scalable to large scale re-id deployment scenarios with the need of processing a large …"
0,"Z Gao, LS Gao, H Zhang, Z Cheng…","Deep Spatial Pyramid Features Collaborative Reconstruction for Partial Person ReID",2019,"Proceedings of the 27th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3343031.3350861","",87,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,5,1,"Partial person re-identification (ReID) is a hot research problem in computer vision. Accurate partial ReID is very challenging due to the common occlusion problem. To address this problem, in this paper, we propose a novel D eep spatial pyramid feature C ollaborative R …"
0,"S Zhou, M Ke, P Luo","An Overview of Image-Based Person Re-identification",2018,"… Conference on Applications and Techniques in …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-98776-7_39","",88,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,3,2,"Person re-identification (person re-ID) is refers to pedestrians matching under a multi camera network in a non-overlapping field of view, that is, whether the pedestrian targets taken by different cameras are the same. In this paper, the image based traditional person re …"
0,"JC Chen, CF Wu, CH Chen, CR Lin","Person Search via Deep Integrated Networks",2020,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/10/1/188","",89,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,4,1,"This study proposes an integrated deep network consisting of a detection and identification module for person search. Person search is a very challenging problem because of the large appearance variation caused by occlusion, background clutter, pose variations, etc …"
0,"Z Huang, Z Yu, Y Li, Y Wang, S Lin, D Sun…","Contribution-Based Multi-Stream Feature Distance Fusion Method With -Distribution Re-Ranking for Person Re-Identification",2019,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8664569/","",90,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,7,1,"Person re-identification (re-ID) is an important and challenging topic in video surveillance and public security. Re-ID aims to retrieve persons from different cameras. Despite the developments in recent years, re-ID still faces many challenges due to different camera …"
0,"M Koperski, S Bak, P Carr","Groups Re-identification with Temporal Context",2017,"Proceedings of the 2017 ACM on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3078971.3078978","",91,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,3,3,"Re-identification methods often require well aligned, unoccluded detections of an entire subject. Such assumptions are impractical in real world scenarios, where people tend to form groups. To circumvent poor detection performance caused by occlusions, we use fixed …"
0,"H Luo, W Jiang, X Fan, C Zhang","STNReID: Deep Convolutional Networks with Pairwise Spatial Transformer Networks for Partial Person Re-identification",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8955948/","",92,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,4,1,"Partial person re-identification (ReID) is a challenging task because only partial information of person images is available for matching target persons. Few studies, especially on deep learning, have focused on matching partial person images with holistic person images. This …"
0,"Z Li, H Shao, N Xue, L Niu, LL Cao","Progressive Learning Algorithm for Efficient Person Re-Identification",2019,"arXiv preprint arXiv:1912.07447","arxiv.org","https://arxiv.org/abs/1912.07447","",93,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,5,1,"This paper studies the problem of Person Re-Identification (ReID) for large-scale applications. Recent research efforts have been devoted to building complicated part models, which introduce considerably high computational cost and memory consumption …"
0,"Y Hong, H Yang, L Li, L Chen…","A cascaded multitask network with deformable spatial transform on person search",2019,"International Journal of …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1729881419858162","",94,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,5,1,"This article introduces a cascaded multitask framework to improve the performance of person search by fully utilizing the combination of pedestrian detection and person re-identification tasks. Inspired by Faster R-CNN, a Pre-extracting Net is used in the front part of …"
0,"서유민","Learning Local Matching with Hard Sample Mining for Person Re-identification",2019,"","s-space.snu.ac.kr","http://s-space.snu.ac.kr/handle/10371/151855","",95,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,1,1,"however, it is far from being solved. The goal of this thesis is to solve person re-identification problem under the surveillance system. In particular, we focus on two critical components: designing 1) a better image representation model using human poses and 2) a better …"
0,"OP Re-identification","Beyond Intra-modality Discrepancy: A Comprehensive Survey of Heterogeneous Person Re-identification",,"deepai.org","","https://deepai.org/publication/beyond-intra-modality-discrepancy-a-comprehensive-survey-of-heterogeneous-person-re-identification","",96,"2020-02-27 18:47:29","HTML","","","",,,,,0,0.00,0,1,,"An effective and efficient person re-identification (ReID) algorithm will alleviate painful video watching, and accelerate the investigation progress. Recently, with the explosive requirements of practical applications, a lot of research efforts have been dedicated to …"
0,"Y Xie, Y Wang, C Hu, C Shan, T Li…","Cross-Camera Person Re-Identification With Body-Guided Attention Network",2019,"IEEE Sensors Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8843897/","",98,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,6,1,"Various challenges exist throughout person re-identification (ReID) process, including background clutters, illumination variation, pose variation, occlusion, etc. Addressing these problems, this paper explores the incorporation of human attention mechanism in person …"
0,"S Zhu, X Gong, Z Kuang, J Du","Partial person re-identification with two-stream network and reconstruction",2019,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231219310434","",99,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,4,1,"Partial person re-identification is a challenging issue at present. However, affected by occlusions, features in person re-identification cannot be detected and the traditional person re-identification methods can not accurately deal with it. In order to solve this problem, we …"
0,"G Wang, G Wang, X Zhang, J Lai, L Lin","Weakly Supervised Person Re-ID: Differentiable Graphical Learning and A New Benchmark",,"Identity","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/c6f9/9e3f39b427798729ca7093d4f083746a98ae.pdf","",100,"2020-02-27 18:47:29","PDF","","","",,,,,0,0.00,0,5,,"Person re-identification (Re-ID) benefits greatly from the accurate annotations of existing datasets (eg, CUHK03 [1] and Market-1501 [2]), which are quite expensive because each image in these datasets has to be assigned with a proper label. In this work, we ease the …"
0,"Y Zheng, H Sheng, Y Liu, K Lv, W Ke, Z Xiong","Learning Irregular Space Transformation for Person Re-Identification",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8468189/","",102,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,6,2,"Person re-identification (ReID) classifies the discriminative features of different people. Human perception usually depends on the minority of discriminative colors to classify targets, rather than the majority of mutual colors. ReID uses a small number of fixed …"
0,"A Wu, WS Zheng, S Gong, J Lai","RGB-IR Person Re-identification by Cross-Modality Similarity Preservation",,"International Journal of Computer Vision","Springer","https://link.springer.com/article/10.1007/s11263-019-01290-1","",103,"2020-02-27 18:47:29","","","","",,,,,0,0.00,0,4,,"Person re-identification (Re-ID) is an important problem in video surveillance for matching pedestrian images across non-overlapping camera views. Currently, most works focus on RGB-based Re-ID. However, RGB images are not well suited to a dark environment; …"
0,"杨锋, 许玉, 尹梦晓, 符嘉成, 梁芳煊, 黄冰","基于深度学习的行人重识别综述",2019,"计算机应用","joca.cn","http://www.joca.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=23768","",104,"2020-02-27 18:47:29","PDF","","","",,,,,0,0.00,0,6,1,"(* 通信作者电子邮箱yf@ gxu. edu. cn) 摘要: 行人重识别是计算机视觉领域的热点问题, 主要研究的是“如何关联位于不同物理位置的不同摄像机捕获到的特定人员的问题”. 传统的行人重识别方法主要基于底层特征提取, 如局部描述符, 颜色直方图和人体姿势等 …"
